3num,tic,3CompanyID,3DirectorID,3DirectorName,3CompanyName,3RoleName,3DateStartRole,3DateEndRole,3Seniority,3ceo?,3Unnamed: 10,Active2020_May26_Dec31,RoleType
147,ED,7705,1074910,John McAvoy,CONSOLIDATED EDISON INC,Chairman/President/CEO,5/12/14,12/29/20,Executive Director,1,John McAvoy,Yes,CEO
148,EDC,7705,1074910,John McAvoy,CONSOLIDATED EDISON INC,Chairman/President/CEO,5/12/14,12/29/20,Executive Director,1,John McAvoy,Yes,CEO
149,STZ,7753,82517,Doctor Richard Sands,CONSTELLATION BRANDS INC,Vice Chairman (Executive),3/1/19,1/1/22,Executive Director,1,Doctor Richard Sands,Yes,TMT
150,STZ.B,7753,82517,Doctor Richard Sands,CONSTELLATION BRANDS INC,Vice Chairman (Executive),3/1/19,1/1/22,Executive Director,1,Doctor Richard Sands,Yes,TMT
151,STZ,7753,82522,Rob Sands,CONSTELLATION BRANDS INC,Chairman (Executive),3/1/19,1/1/22,Executive Director,1,Rob Sands,Yes,TMT
152,STZ.B,7753,82522,Rob Sands,CONSTELLATION BRANDS INC,Chairman (Executive),3/1/19,1/1/22,Executive Director,1,Rob Sands,Yes,TMT
153,STZ,7753,1130665,Bill Newlands Jr,CONSTELLATION BRANDS INC,President/CEO,3/1/19,,Executive Director,1,Bill Newlands Jr,Yes,CEO
154,STZ.B,7753,1130665,Bill Newlands Jr,CONSTELLATION BRANDS INC,President/CEO,3/1/19,,Executive Director,1,Bill Newlands Jr,Yes,CEO
155,COO,7836,517326,Al White III,COOPER COMPANIES INC,President/CEO,5/1/18,,Executive Director,1,Al White III,Yes,CEO
156,TAP,7847,1202080,Gavin Hattersley,MOLSON COORS BEVERAGE CO (Molson Coors Brewing Co prior to 01/2020),President/CEO,9/28/19,,Executive Director,1,Gavin Hattersley,Yes,CEO
157,TAP.A,7847,1202080,Gavin Hattersley,MOLSON COORS BEVERAGE CO (Molson Coors Brewing Co prior to 01/2020),President/CEO,9/28/19,,Executive Director,1,Gavin Hattersley,Yes,CEO
158,CPRT,7852,183351,Jay Adair,COPART INC,CEO,2/12/10,4/1/22,Executive Director,1,Jay Adair,Yes,CEO
159,CPRT,7852,183354,Willis Johnson,COPART INC,Chairman (Executive),2/12/10,,Executive Director,1,Willis Johnson,Yes,TMT
160,CSGP,8021,201870,Andy Florance,COSTAR GROUP INC,President/CEO,1/1/95,,Executive Director,1,Andy Florance,Yes,CEO
161,COST,8022,43701,W Jelinek,COSTCO WHOLESALE CORP,President/CEO,1/1/12,2/2/22,Executive Director,1,W Jelinek,Yes,CEO
162,CTO,8022,43701,W Jelinek,COSTCO WHOLESALE CORP,President/CEO,1/1/12,2/2/22,Executive Director,1,W Jelinek,Yes,CEO
163,CCI,8304,620002,Jay Brown,CROWN CASTLE INC (Crown Castle International Corp prior to 08/2022),President/CEO,6/1/16,1/16/24,Executive Director,1,Jay Brown,Yes,CEO
164,CSX,8383,331094,Jim Foote,CSX CORP,President/CEO,12/22/17,9/26/22,Executive Director,1,Jim Foote,Yes,CEO
165,CXR,8383,331094,Jim Foote,CSX CORP,President/CEO,12/22/17,9/26/22,Executive Director,1,Jim Foote,Yes,CEO
166,CMI,8426,203776,Tom Linebarger,CUMMINS INC,Chairman/CEO,1/1/12,8/1/22,Executive Director,1,Tom Linebarger,Yes,CEO
167,CUM,8426,203776,Tom Linebarger,CUMMINS INC,Chairman/CEO,1/1/12,8/1/22,Executive Director,1,Tom Linebarger,Yes,CEO
168,CVS,8468,45626,Larry Merlo,CVS HEALTH CORP (CVS Caremark Corp prior to 09/2014),President/CEO,3/1/11,2/1/21,Executive Director,1,Larry Merlo,Yes,CEO
169,DAP,8663,36902,Steven Rales,DANAHER CORP,Chairman (Executive),2/1/90,,Executive Director,1,Steven Rales,Yes,TMT
170,DHR,8663,36902,Steven Rales,DANAHER CORP,Chairman (Executive),2/1/90,,Executive Director,1,Steven Rales,Yes,TMT
171,DAP,8663,490718,Tom Joyce Jr,DANAHER CORP,President/CEO,9/9/14,9/1/20,Executive Director,1,Tom Joyce Jr,Yes,CEO
172,DHR,8663,490718,Tom Joyce Jr,DANAHER CORP,President/CEO,9/9/14,9/1/20,Executive Director,1,Tom Joyce Jr,Yes,CEO
173,DRI,8697,200799,Gene Lee Jr,DARDEN RESTAURANTS INC,President/CEO,2/22/15,1/4/21,Executive Director,1,Gene Lee Jr,Yes,CEO
174,DVA,8783,71242,Kent Thiry,DAVITA INC (DaVita HealthCare Partners Inc prior to 09/2016),Chairman (Executive),6/1/19,6/1/20,Executive Director,1,Kent Thiry,Yes,TMT
175,DVA,8783,655130,Javier Rodriguez,DAVITA INC (DaVita HealthCare Partners Inc prior to 09/2016),CEO,6/1/19,,Executive Director,1,Javier Rodriguez,Yes,CEO
176,DCO,8886,1070838,John May,DEERE & CO,President/CEO,11/4/19,5/1/20,Executive Director,1,John May,No,CEO
177,DE,8886,1070838,John May,DEERE & CO,President/CEO,11/4/19,5/1/20,Executive Director,1,John May,No,CEO
178,DAL,8946,333894,Ed Bastian,DELTA AIR LINES INC,CEO,5/2/16,,Executive Director,1,Ed Bastian,Yes,CEO
179,XRAY,9023,590656,Don Casey Jr,DENTSPLY SIRONA INC (DENTSPLY International Inc prior to 02/2016),CEO,2/12/18,4/19/22,Executive Director,1,Don Casey Jr,Yes,CEO
180,DVN,9103,62347,Dave Hager,DEVON ENERGY CORP,President/CEO,6/8/16,1/7/21,Executive Director,1,Dave Hager,Yes,CEO
181,DY6,9103,62347,Dave Hager,DEVON ENERGY CORP,President/CEO,6/8/16,1/7/21,Executive Director,1,Dave Hager,Yes,CEO
182,DLTR,9474,106603,Bob Sasser,DOLLAR TREE INC,Chairman (Executive),9/18/17,3/16/22,Executive Director,1,Bob Sasser,Yes,TMT
183,DT3,9474,106603,Bob Sasser,DOLLAR TREE INC,Chairman (Executive),9/18/17,3/16/22,Executive Director,1,Bob Sasser,Yes,TMT
184,DLTR,9474,452406,Gary Philbin,DOLLAR TREE INC,CEO,12/9/19,7/20/20,Executive Director,1,Gary Philbin,Yes,CEO
185,DT3,9474,452406,Gary Philbin,DOLLAR TREE INC,CEO,12/9/19,7/20/20,Executive Director,1,Gary Philbin,Yes,CEO
186,D,9491,36934,Tom Farrell II,DOMINION ENERGY INC (Dominion Resources Inc (Virginia) prior to 05/2017),Chairman/President/CEO,4/27/07,10/1/20,Executive Director,1,Tom Farrell II,Yes,CEO
187,DOD,9491,36934,Tom Farrell II,DOMINION ENERGY INC (Dominion Resources Inc (Virginia) prior to 05/2017),Chairman/President/CEO,4/27/07,10/1/20,Executive Director,1,Tom Farrell II,Yes,CEO
188,DOV,9555,480780,Rich Tobin,DOVER CORP,President/CEO,5/1/18,2/10/24,Executive Director,1,Rich Tobin,Yes,CEO
189,DHI,9582,65517,Donald Horton,DR HORTON INC,Chairman (Executive),11/1/98,10/1/23,Executive Director,1,Donald Horton,Yes,TMT
190,DGY,9693,204995,Gerry Anderson,DTE ENERGY CO,Chairman (Executive),7/1/19,5/5/22,Executive Director,1,Gerry Anderson,Yes,TMT
191,DTE,9693,204995,Gerry Anderson,DTE ENERGY CO,Chairman (Executive),7/1/19,5/5/22,Executive Director,1,Gerry Anderson,Yes,TMT
192,DGY,9693,534436,Jerry Norcia,DTE ENERGY CO,President/CEO,7/1/19,5/5/22,Executive Director,1,Jerry Norcia,Yes,CEO
193,DTE,9693,534436,Jerry Norcia,DTE ENERGY CO,President/CEO,7/1/19,5/5/22,Executive Director,1,Jerry Norcia,Yes,CEO
194,DRE,9730,333005,Jim Connor,DUKE REALTY CORP (De-listed 10/2022),Chairman/CEO,4/26/17,10/3/22,Executive Director,1,Jim Connor,Yes,CEO
195,EAC,9940,534777,Mark Costa,EASTMAN CHEMICAL CO,Chair/CEO,6/30/14,,Executive Director,1,Mark Costa,Yes,CEO
196,EMN,9940,534777,Mark Costa,EASTMAN CHEMICAL CO,Chair/CEO,6/30/14,,Executive Director,1,Mark Costa,Yes,CEO
197,DISH,10024,43416,Charlie Ergen,DISH NETWORK CORP (Echostar Communications Corp prior to 01/2008) (De-listed 12/2023),Chairman (Executive),12/5/17,12/29/23,Executive Director,1,Charlie Ergen,Yes,TMT
198,EOT,10024,43416,Charlie Ergen,DISH NETWORK CORP (Echostar Communications Corp prior to 01/2008) (De-listed 12/2023),Chairman (Executive),12/5/17,12/29/23,Executive Director,1,Charlie Ergen,Yes,TMT
199,ECJ,10036,51882,Doug Baker Jr,ECOLAB INC,Chairman/CEO,12/2/11,1/1/21,Executive Director,1,Doug Baker Jr,Yes,CEO
200,ECL,10036,51882,Doug Baker Jr,ECOLAB INC,Chairman/CEO,12/2/11,1/1/21,Executive Director,1,Doug Baker Jr,Yes,CEO
201,EIX,10130,791001,Pedro Pizarro,EDISON INTERNATIONAL,President/CEO,9/30/16,,Executive Director,1,Pedro Pizarro,Yes,CEO
202,EW,10156,90062,Mike Mussallem,EDWARDS LIFESCIENCES CORP,Chairman/CEO,3/31/00,5/11/23,Executive Director,1,Mike Mussallem,Yes,CEO
203,EWL,10156,90062,Mike Mussallem,EDWARDS LIFESCIENCES CORP,Chairman/CEO,3/31/00,5/11/23,Executive Director,1,Mike Mussallem,Yes,CEO
204,EA,10364,1207036,Andrew Wilson,ELECTRONIC ARTS INC,CEO,9/17/13,8/12/21,Executive Director,1,Andrew Wilson,Yes,CEO
205,ERT,10364,1207036,Andrew Wilson,ELECTRONIC ARTS INC,CEO,9/17/13,8/12/21,Executive Director,1,Andrew Wilson,Yes,CEO
206,EMR,10535,35223,David Farr,EMERSON ELECTRIC CO,Chairman/CEO,10/5/10,2/5/21,Executive Director,1,David Farr,Yes,CEO
207,ETR,10750,204855,Leo Denault,ENTERGY CORP,Chairman/CEO,2/1/13,11/1/22,Executive Director,1,Leo Denault,Yes,CEO
208,ETY,10750,204855,Leo Denault,ENTERGY CORP,Chairman/CEO,2/1/13,11/1/22,Executive Director,1,Leo Denault,Yes,CEO
209,EO5,10844,534761,Bill Thomas,EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999),Chairman/CEO,1/1/14,9/30/21,Executive Director,1,Bill Thomas,Yes,CEO
210,EOG,10844,534761,Bill Thomas,EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999),Chairman/CEO,1/1/14,9/30/21,Executive Director,1,Bill Thomas,Yes,CEO
211,EFX,10896,202312,Mark Begor,EQUIFAX INC,CEO,4/16/18,,Executive Director,1,Mark Begor,Yes,CEO
212,EQIX,10899,202552,Peter Van Camp,EQUINIX INC,Chairman (Executive),9/12/18,,Executive Director,1,Peter Van Camp,Yes,TMT
213,EQIX,10899,1089745,Charles Meyers,EQUINIX INC,President/CEO,9/12/18,,Executive Director,1,Charles Meyers,Yes,CEO
214,EQR,10928,552575,Mark Parrell,EQUITY RESIDENTIAL (Equity Residential Properties Trust prior to 10/2002),President/CEO,12/31/18,,Executive Director,1,Mark Parrell,Yes,CEO
215,ESS,11060,182075,Mike Schall,ESSEX PROPERTY TRUST INC (Essex Property Corp prior to 06/1994),President/CEO,1/1/11,3/31/23,Executive Director,1,Mike Schall,Yes,CEO
216,EXP,11060,182075,Mike Schall,ESSEX PROPERTY TRUST INC (Essex Property Corp prior to 06/1994),President/CEO,1/1/11,3/31/23,Executive Director,1,Mike Schall,Yes,CEO
217,EL,11074,51266,William Lauder,ESTEE LAUDER COS INC,Chairman (Executive),7/1/09,,Executive Director,1,William Lauder,Yes,TMT
218,ELAA,11074,51266,William Lauder,ESTEE LAUDER COS INC,Chairman (Executive),7/1/09,,Executive Director,1,William Lauder,Yes,TMT
219,EL,11074,51286,Leonard Lauder,ESTEE LAUDER COS INC,Chairman Emeritus,7/1/09,11/17/23,Executive Director,1,Leonard Lauder,Yes,TMT
220,ELAA,11074,51286,Leonard Lauder,ESTEE LAUDER COS INC,Chairman Emeritus,7/1/09,11/17/23,Executive Director,1,Leonard Lauder,Yes,TMT
221,EL,11074,51301,The Hon. Ronald Lauder,ESTEE LAUDER COS INC,Division Chairman,11/11/16,,Executive Director,1,The Hon. Ronald Lauder,Yes,TMT
222,ELAA,11074,51301,The Hon. Ronald Lauder,ESTEE LAUDER COS INC,Division Chairman,11/11/16,,Executive Director,1,The Hon. Ronald Lauder,Yes,TMT
223,EL,11074,590109,Fabrizio Freda,ESTEE LAUDER COS INC,President/CEO,7/1/09,,Executive Director,1,Fabrizio Freda,Yes,CEO
224,ELAA,11074,590109,Fabrizio Freda,ESTEE LAUDER COS INC,President/CEO,7/1/09,,Executive Director,1,Fabrizio Freda,Yes,CEO
225,EXC,11376,534954,Chris Crane,EXELON CORP,President/CEO,3/12/12,10/17/22,Executive Director,1,Chris Crane,Yes,CEO
226,PEO,11376,534954,Chris Crane,EXELON CORP,President/CEO,3/12/12,10/17/22,Executive Director,1,Chris Crane,Yes,CEO
227,EW1,11401,452655,Jeff Musser,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,President/CEO,3/1/14,,Executive Director,1,Jeff Musser,Yes,CEO
228,EXPD,11401,452655,Jeff Musser,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,President/CEO,3/1/14,,Executive Director,1,Jeff Musser,Yes,CEO
229,XOM,11430,1253894,Darren Woods,EXXON MOBIL CORP,Chairman/CEO,1/1/17,,Executive Director,1,Darren Woods,Yes,CEO
230,XONA,11430,1253894,Darren Woods,EXXON MOBIL CORP,Chairman/CEO,1/1/17,,Executive Director,1,Darren Woods,Yes,CEO
231,FFIV,11468,601275,Francois Locoh-Donou,F5 INC (F5 Networks Inc prior to 11/2021),President/CEO,4/3/17,,Executive Director,1,Francois Locoh-Donou,Yes,CEO
232,FFV,11468,601275,Francois Locoh-Donou,F5 INC (F5 Networks Inc prior to 11/2021),President/CEO,4/3/17,,Executive Director,1,Francois Locoh-Donou,Yes,CEO
233,FAST,11608,70422,Dan Florness,FASTENAL CO,President/CEO,1/1/16,,Executive Director,1,Dan Florness,Yes,CEO
234,FRT,11649,332472,Don Wood,FEDERAL REALTY INVESTMENT TRUST,President/CEO,1/1/03,3/11/21,Executive Director,1,Don Wood,Yes,CEO
235,FDX,11664,43076,Fred Smith,FEDEX CORP,Chairman/CEO,2/1/17,5/31/22,Executive Director,1,Fred Smith,Yes,CEO
236,FE,11964,621318,Chuck Jones Jr,FIRSTENERGY CORP,President/CEO,1/1/15,5/24/20,Executive Director,1,Chuck Jones Jr,No,CEO
237,FLIR,12112,1301933,Jim Cannon,FLIR SYSTEMS INC (De-listed 05/2021),President/CEO,6/19/17,5/14/21,Executive Director,1,Jim Cannon,Yes,CEO
238,FLS,12153,1304182,Robert Rowe,FLOWSERVE CORP,President/CEO,4/1/17,,Executive Director,1,Robert Rowe,Yes,CEO
239,FMC,12164,51661,Doctor Pierre Brondeau,FMC CORP,Chairman/CEO,6/1/18,5/31/20,Executive Director,1,Doctor Pierre Brondeau,Yes,CEO
240,FMQ,12164,51661,Doctor Pierre Brondeau,FMC CORP,Chairman/CEO,6/1/18,5/31/20,Executive Director,1,Doctor Pierre Brondeau,Yes,CEO
241,F,12262,23366,Bill Ford Jr,FORD MOTOR CO,Chairman (Executive),9/1/06,,Executive Director,1,Bill Ford Jr,Yes,TMT
242,FMC1,12262,23366,Bill Ford Jr,FORD MOTOR CO,Chairman (Executive),9/1/06,,Executive Director,1,Bill Ford Jr,Yes,TMT
243,F,12262,34156,Jim Hackett,FORD MOTOR CO,President/CEO,5/22/17,10/1/20,Executive Director,1,Jim Hackett,Yes,CEO
244,FMC1,12262,34156,Jim Hackett,FORD MOTOR CO,President/CEO,5/22/17,10/1/20,Executive Director,1,Jim Hackett,Yes,CEO
245,FP3,12407,39031,Jim Robo,NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010),Chairman/President/CEO,12/13/13,3/1/22,Executive Director,1,Jim Robo,Yes,CEO
246,NEE,12407,39031,Jim Robo,NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010),Chairman/President/CEO,12/13/13,3/1/22,Executive Director,1,Jim Robo,Yes,CEO
247,BEN,12463,36572,Rupert Johnson Jr,FRANKLIN RESOURCES INC,Vice Chairman,12/1/99,,Executive Director,1,Rupert Johnson Jr,Yes,TMT
248,FRK,12463,36572,Rupert Johnson Jr,FRANKLIN RESOURCES INC,Vice Chairman,12/1/99,,Executive Director,1,Rupert Johnson Jr,Yes,TMT
249,FCX,12493,206065,Richard Adkerson,FREEPORT-MCMORAN INC (Freeport-McMoRan Copper & Gold Inc prior to 07/2014),Vice Chairman/President/CEO,5/31/13,2/2/21,Executive Director,1,Richard Adkerson,Yes,CEO
250,AJG,12761,81627,Pat Gallagher Jr,ARTHUR J GALLAGHER & CO,Chairman/President/CEO,10/19/06,1/1/24,Executive Director,1,Pat Gallagher Jr,Yes,CEO
251,IT,12862,35090,Gene Hall,GARTNER INC (Gartner Group Inc prior to 08/2001),CEO,8/3/04,,Executive Director,1,Gene Hall,Yes,CEO
252,GD,12984,45561,Phebe Novakovic,GENERAL DYNAMICS CORP,Chairman/CEO,1/1/13,,Executive Director,1,Phebe Novakovic,Yes,CEO
253,,12986,36907,Larry Culp Jr,GENERAL ELECTRIC CO,Chairman/CEO,9/30/18,,Executive Director,1,Larry Culp Jr,Yes,CEO
254,GE,12986,36907,Larry Culp Jr,GENERAL ELECTRIC CO,Chairman/CEO,9/30/18,,Executive Director,1,Larry Culp Jr,Yes,CEO
255,GEC,12986,36907,Larry Culp Jr,GENERAL ELECTRIC CO,Chairman/CEO,9/30/18,,Executive Director,1,Larry Culp Jr,Yes,CEO
256,GNE,12986,36907,Larry Culp Jr,GENERAL ELECTRIC CO,Chairman/CEO,9/30/18,,Executive Director,1,Larry Culp Jr,Yes,CEO
257,GIS,13034,988199,Jeff Harmening,GENERAL MILLS INC,Chairman/CEO,1/1/18,,Executive Director,1,Jeff Harmening,Yes,CEO
258,GPC,13110,547628,Paul Donahue,GENUINE PARTS CO,Chairman/CEO,4/22/19,,Executive Director,1,Paul Donahue,Yes,CEO
259,GILD,13273,1015485,Daniel O'Day,GILEAD SCIENCES INC,Chairman/CEO,3/1/19,,Executive Director,1,Daniel O'Day,Yes,CEO
260,GIS,13273,1015485,Daniel O'Day,GILEAD SCIENCES INC,Chairman/CEO,3/1/19,,Executive Director,1,Daniel O'Day,Yes,CEO
261,GPN,13417,1076347,Jeff Sloan,GLOBAL PAYMENTS INC,CEO,6/30/14,6/1/23,Executive Director,1,Jeff Sloan,Yes,CEO
262,GS,13564,795984,David Solomon,GOLDMAN SACHS GROUP INC,Chairman/CEO,1/1/19,,Executive Director,1,David Solomon,Yes,CEO
263,GWW,13725,881638,DG Macpherson,WW GRAINGER INC,Chairman/CEO,10/1/17,,Executive Director,1,DG Macpherson,Yes,CEO
264,HAL,14212,1269010,Jeff Miller,HALLIBURTON CO,Chairman/President/CEO,1/1/19,,Executive Director,1,Jeff Miller,Yes,CEO
265,MNST,14301,343707,Rodney Sacks,MONSTER BEVERAGE CORP (Hansen Natural Corp prior to 12/2011),Chairman/CEO,7/1/96,1/13/21,Executive Director,1,Rodney Sacks,Yes,CEO
266,MNST,14301,343710,Hilton Schlosberg,MONSTER BEVERAGE CORP (Hansen Natural Corp prior to 12/2011),Vice Chairman/President/CFO/COO/Secretary,7/1/96,1/13/21,Executive Director,1,Hilton Schlosberg,Yes,TMT
267,LHX,14355,34826,Chris Kubasik,L3HARRIS TECHNOLOGIES INC (Harris Corp prior to 07/2019),Vice Chairman/President/COO,6/29/19,6/29/21,Executive Director,1,Chris Kubasik,Yes,TMT
268,LHX,14355,484620,Bill Brown,L3HARRIS TECHNOLOGIES INC (Harris Corp prior to 07/2019),Chairman (Executive)/CEO,6/29/19,6/29/21,Executive Director,1,Bill Brown,Yes,CEO
269,HIG,14372,1073631,Chris Swift,HARTFORD FINANCIAL SERVICES GROUP INC,Chairman/CEO,1/5/15,,Executive Director,1,Chris Swift,Yes,CEO
270,HAS,14399,205487,Brian Goldner,HASBRO INC,Chairman/CEO,2/6/17,10/12/21,Executive Director,1,Brian Goldner,Yes,CEO
271,WELL,14484,183802,Tom DeRosa,WELLTOWER INC (Health Care REIT Inc prior to 09/2015),Chairman/CEO,5/2/19,10/5/20,Executive Director,1,Tom DeRosa,Yes,CEO
272,JKHY,14668,836736,Dave Foss,JACK HENRY & ASSOCIATES INC,President/CEO,7/1/17,7/1/21,Executive Director,1,Dave Foss,Yes,CEO
273,HS2,14669,85377,Stan Bergman,HENRY SCHEIN INC,Chairman/CEO,5/18/05,,Executive Director,1,Stan Bergman,Yes,CEO
274,HSIC,14669,85377,Stan Bergman,HENRY SCHEIN INC,Chairman/CEO,5/18/05,,Executive Director,1,Stan Bergman,Yes,CEO
275,HS2,14669,85387,Jim Breslawski,HENRY SCHEIN INC,Vice Chairman/President,5/1/18,,Executive Director,1,Jim Breslawski,Yes,TMT
276,HSIC,14669,85387,Jim Breslawski,HENRY SCHEIN INC,Vice Chairman/President,5/1/18,,Executive Director,1,Jim Breslawski,Yes,TMT
277,HSY,14714,485170,Michele Buck,HERSHEY CO (THE),Chairman/President/CEO,10/11/19,,Executive Director,1,Michele Buck,Yes,CEO
278,HPQ,14722,607415,Enrique Lores,HP INC (Hewlett-Packard Co prior to 11/2015),President/CEO,11/1/19,,Executive Director,1,Enrique Lores,Yes,CEO
279,HLT,14812,85077,Gregory Dillon,HILTON HOTELS CORP (De-listed 10/2007),Vice Chairman,1/1/96,,Executive Director,1,Gregory Dillon,Yes,TMT
280,HOLX,14967,41481,Steve MacMillan,HOLOGIC INC,Chairman/President/CEO,6/16/15,,Executive Director,1,Steve MacMillan,Yes,CEO
281,HD,14982,536170,Craig Menear,HOME DEPOT INC,Chairman/President/CEO,2/2/15,10/5/20,Executive Director,1,Craig Menear,Yes,CEO
282,ALD,15029,1205682,Darius Adamczyk,HONEYWELL INTERNATIONAL INC (AlliedSignal Inc prior to 01/2000),Chairman/CEO,4/23/18,6/1/23,Executive Director,1,Darius Adamczyk,Yes,CEO
283,HON,15029,1205682,Darius Adamczyk,HONEYWELL INTERNATIONAL INC (AlliedSignal Inc prior to 01/2000),Chairman/CEO,4/23/18,6/1/23,Executive Director,1,Darius Adamczyk,Yes,CEO
284,HRL,15070,806078,Jim Snee,HORMEL FOODS CORP,Chairman/President/CEO,11/20/17,,Executive Director,1,Jim Snee,Yes,CEO
285,HMT,15093,38651,Dick Marriott,HOST HOTELS & RESORTS INC,Chairman,12/29/98,,Executive Director,1,Dick Marriott,Yes,TMT
286,HST,15093,38651,Dick Marriott,HOST HOTELS & RESORTS INC,Chairman,12/29/98,,Executive Director,1,Dick Marriott,Yes,TMT
287,HMT,15093,205949,Jim Risoleo,HOST HOTELS & RESORTS INC,President/CEO,1/1/17,,Executive Director,1,Jim Risoleo,Yes,CEO
288,HST,15093,205949,Jim Risoleo,HOST HOTELS & RESORTS INC,President/CEO,1/1/17,,Executive Director,1,Jim Risoleo,Yes,CEO
289,HUM,15207,272234,Bruce Broussard,HUMANA INC,President/CEO,1/1/13,1/8/24,Executive Director,1,Bruce Broussard,Yes,CEO
290,JBHT,15223,141642,James Thompson,HUNT(J.B.)TRANSPORT SERVICES INC,Chairman,1/1/11,1/1/21,Executive Director,1,James Thompson,Yes,TMT
291,JBHT,15223,497950,John Roberts III,HUNT(J.B.)TRANSPORT SERVICES INC,President/CEO,1/1/11,8/1/22,Executive Director,1,John Roberts III,Yes,CEO
292,HBAN,15235,200105,Steve Steinour,HUNTINGTON BANCSHARES INC,Chairman/President/CEO,1/14/09,,Executive Director,1,Steve Steinour,Yes,CEO
293,HU3,15235,200105,Steve Steinour,HUNTINGTON BANCSHARES INC,Chairman/President/CEO,1/14/09,,Executive Director,1,Steve Steinour,Yes,CEO
294,IDXX,15486,1254756,Jonathan Mazelsky,IDEXX LABORATORIES INC,President/CEO,10/23/19,,Executive Director,1,Jonathan Mazelsky,Yes,CEO
