1+2num,CompanyID,1num,tic,1conm_x,3CompanyName,gvkey,1ceo_minority,1ethnicity (from boardex),1ceo_name,3DirectorName,3FirstName,3LastName,1ceo_race(black),3RoleType,3RoleName,3Seniority,2020_Active_May26_Dec31,3DateStartRole,3DateEndRole,2020_CEO_Change,2020_2CEOs,X3num,X3CompanyID,X3DirectorID
281,279,135,LVS,LAS VEGAS SANDS CORP,LAS VEGAS SANDS CORP,161844,0,CAUCASIAN/WHITE,NA,Sheldon Adelson,Sheldon,Adelson,NA,CEO,Chairman/CEO/Treasurer,Executive Director,Yes,8/1/04,1/11/21,,,290,603630,373289
282,280,104,LW,LAMB WESTON HOLDINGS INC,LAMB WESTON HOLDINGS INC,28790,0,CAUCASIAN/WHITE,NA,Tom Werner,Tom,Werner,NA,CEO,President/CEO,Executive Director,Yes,11/9/16,,,,291,2558653,1595178
283,281,156,LYB,LYONDELLBASELL INDUSTRIES NV,LYONDELLBASELL INDUSTRIES NV,294524,1,INDIAN/SOUTH ASIAN,NA,Bob Patel,Bob,Patel,NA,CEO,CEO,Executive Director,Yes,6/1/18,12/31/21,,,293,1667126,1092110
284,282,331,LYV,LIVE NATION ENTERTAINMENT,LIVE NATION ENTERTAINMENT INC (Live Nation Inc prior to 01/2010),165746,0,CAUCASIAN/WHITE,NA,Michael Rapino,Michael,Rapino,NA,CEO,President/CEO,Executive Director,Yes,1/1/18,,,,294,814633,551171
286,284,254,MAA,MID-AMERICA APT CMNTYS INC,MID-AMERICA APARTMENT COMMUNITIES INC,29649,0,CAUCASIAN/WHITE,NA,H Bolton Jr,H,Bolton Jr,NA,CEO,Chairman/President/CEO,Executive Director,Yes,10/1/02,,,,295,20625,341827
287,285,23,MAR,MARRIOTT INTL INC,MARRIOTT INTERNATIONAL INC,28930,0,CAUCASIAN/WHITE,NA,Arne Sorenson,Arne,Sorenson,NA,CEO,President/CEO,Executive Director,Yes,3/31/12,2/15/21,,,297,19706,38571
288,286,299,MAS,MASCO CORP,MASCO CORP,7085,0,CAUCASIAN/WHITE,NA,Keith Allman,Keith,Allman,NA,CEO,President/CEO,Executive Director,Yes,2/14/14,,,,298,19758,1135450
289,287,388,MCD,MCDONALD'S CORP,MCDONALD'S CORP,7154,0,CAUCASIAN/WHITE,NA,Chris Kempczinski,Chris,Kempczinski,NA,CEO,President/CEO,Executive Director,Yes,11/1/19,,,,299,19944,1381393
290,288,38,MCHP,MICROCHIP TECHNOLOGY INC,MICROCHIP TECHNOLOGY INC,27965,1,INDIAN/SOUTH ASIAN,NA,Steve Sanghi,Steve,Sanghi,NA,CEO,Chairman/CEO,Executive Director,Yes,2/3/16,3/1/21,,,300,20566,61502
291,289,273,MCK,MCKESSON CORP,MCKESSON CORP (McKesson HBOC Inc prior to 08/2001),7171,0,CAUCASIAN/WHITE,NA,Doctor Brian Tyler,Brian,Tyler,NA,CEO,CEO,Executive Director,Yes,4/1/19,,,,301,19966,509859
292,290,465,MCO,MOODY'S CORP,MOODYS CORP,139665,0,CAUCASIAN/WHITE,NA,Raymond McDaniel Jr,Raymond,McDaniel Jr,NA,CEO,President/CEO,Executive Director,Yes,4/19/12,12/31/20,,,302,21071,49681
293,291,389,MDLZ,MONDELEZ INTERNATIONAL INC,MONDELEZ INTERNATIONAL INC,142953,0,CAUCASIAN/WHITE,NA,Doctor Dirk van de Put,Dirk ,van de Put,NA,CEO,Chairman/CEO,Executive Director,Yes,4/1/18,,,,304,18164,640369
294,292,466,MET,METLIFE INC,METLIFE INC,133768,1,MIDDLE-EASTERN/NORTH AFRICAN,NA,Michel Khalaf,Michel,Khalaf,NA,CEO,President/CEO,Executive Director,Yes,5/1/19,,,,306,20426,1135745
295,293,416,META,META PLATFORMS INC,META PLATFORMS INC (Facebook Inc prior to 11/2021),170617,0,CAUCASIAN/WHITE,NA,Mark Zuckerberg,Mark,Zuckerberg,NA,CEO,Chairman/CEO,Executive Director,Yes,5/18/12,,,,308,1820060,646335
296,294,1,MHK,MOHAWK INDUSTRIES INC,MOHAWK INDUSTRIES INC,25119,0,CAUCASIAN/WHITE,NA,Jeff Lorberbaum,Jeff,Lorberbaum,NA,CEO,Chairman/CEO,Executive Director,Yes,11/4/09,,,,309,20964,64542
297,295,8,MKC,MCCORMICK & CO INC,MCCORMICK & CO INC,7146,0,CAUCASIAN/WHITE,NA,Lawrence Kurzius,Lawrence,Kurzius,NA,CEO,Chairman/President/CEO,Executive Director,Yes,1/31/17,6/1/22,,,311,19939,481697
298,296,467,MKTX,MARKETAXESS HOLDINGS INC,MARKETAXESS HOLDINGS INC,158742,0,CAUCASIAN/WHITE,NA,Rick McVey,Rick,McVey,NA,CEO,Chairman/CEO,Executive Director,Yes,9/13/06,4/3/23,,,312,551122,446101
299,297,18,MLM,MARTIN MARIETTA MATERIALS,MARTIN MARIETTA MATERIALS INC,29733,0,CAUCASIAN/WHITE,NA,Ward Nye,Ward,Nye,NA,CEO,Chairman/President/CEO,Executive Director,Yes,5/22/14,,,,313,19739,841525
300,298,468,MMC,MARSH & MCLENNAN COS,MARSH & MCLENNAN COMPANIES INC,7065,0,CAUCASIAN/WHITE,NA,Dan Glaser,Dan,Glaser,NA,CEO,President/CEO,Executive Director,Yes,1/1/13,12/31/22,,,314,19713,592845
301,299,334,MMM,3M CO,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),7435,0,CAUCASIAN/WHITE,NA,Mike Roman,Mike,Roman,NA,CEO,Chairman/President/CEO,Executive Director,Yes,6/1/19,9/1/23,,,315,20777,1310783
302,300,123,MNST,MONSTER BEVERAGE CORP,MONSTER BEVERAGE CORP (Hansen Natural Corp prior to 12/2011),24316,0,CAUCASIAN/WHITE,NA,Rodney Sacks,Rodney,Sacks,NA,CEO,Chairman/CEO,Executive Director,Yes,7/1/96,1/13/21,,,316,14301,343707
304,302,122,MOS,MOSAIC CO,MOSAIC CO,162129,0,CAUCASIAN/WHITE,NA,Joc O'Rourke,Joc,O'Rourke,NA,CEO,President/CEO,Executive Director,Yes,8/5/15,8/29/23,,,317,550358,549793
305,303,81,MPC,MARATHON PETROLEUM CORP,MADISON PACIFIC PROPERTIES INC,186989,0,CAUCASIAN/WHITE,NA,Marvin Haasen,Marvin,Haasen,NA,CEO,President/CEO,Executive Director,Yes,11/1/12,7/17/23,,,318,1604377,2121957
306,304,288,MRK,MERCK & CO,MERCK & CO INC (Schering-Plough Corp prior to 11/2009),7257,1,BLACK/AFRICAN AMERICAN,NA,Ken Frazier,Ken,Frazier,NA,CEO,Chairman/President/CEO,Executive Director,Yes,12/1/11,4/1/21,,,319,27219,31551
307,305,318,MRNA,MODERNA INC,MODERNA INC,34410,0,CAUCASIAN/WHITE,NA,Stephane Bancel,Stephane,Bancel,NA,CEO,CEO,Executive Director,Yes,12/7/18,,,,320,2959246,507530
308,306,157,MRO,MARATHON OIL CORP,MARATHON OIL CORP (USX Marathon Group prior to 01/2002),7017,0,CAUCASIAN/WHITE,NA,Lee Tillman,Lee,Tillman,NA,CEO,Chairman/President/CEO,Executive Director,Yes,2/1/19,,,,321,32067,1314672
309,307,469,MS,MORGAN STANLEY,MORGAN STANLEY (Morgan Stanley Dean Witter & Co prior to 07/2002),12124,0,CAUCASIAN/WHITE,NA,James Gorman,James,Gorman,NA,CEO,Chairman/CEO,Executive Director,Yes,1/1/12,1/1/24,,,322,21105,34080
310,308,470,MSCI,MSCI INC,MSCI INC,178507,1,HISPANIC/LATIN AMERICAN,NA,Henry Fernandez,Henry,Fernandez,NA,CEO,Chairman/CEO,Executive Director,Yes,10/31/17,,,,323,1041062,598481
311,309,401,MSFT,MICROSOFT CORP,MICROSOFT CORP,12141,1,INDIAN/SOUTH ASIAN,NA,Satya Nadella,Satya,Nadella,NA,CEO,CEO,Executive Director,Yes,2/4/14,6/16/21,,,325,20601,499383
312,310,390,MSI,MOTOROLA SOLUTIONS INC,MOTOROLA SOLUTIONS INC,7585,0,CAUCASIAN/WHITE,NA,Greg Brown,Greg,Brown,NA,CEO,Chairman/CEO,Executive Director,Yes,5/3/11,,,,326,21174,42861
313,311,167,MTB,M & T BANK CORP,M&T BANK CORP,4699,0,CAUCASIAN/WHITE,NA,Rene Jones,Rene,Jones,NA,CEO,Chairman/CEO,Executive Director,Yes,12/20/17,,,,328,19327,484476
314,312,274,MTCH,MATCH GROUP INC,MATCH GROUP INC (IAC InterActiveCorp prior to 07/2020),26061,1,INDIAN/SOUTH ASIAN,NA,Joey Levin,Joey,Levin,NA,CEO,CEO,Executive Director,Yes,6/24/15,6/30/20,,,329,32019,641282
315,313,103,MTD,METTLER-TOLEDO INTL INC,METTLER TOLEDO INTERNATIONAL INC,65772,0,CAUCASIAN/WHITE,NA,Olivier Filliol,Olivier,Filliol,NA,CEO,President/CEO,Executive Director,Yes,1/1/09,3/31/21,,,330,20478,205031
316,314,105,MU,MICRON TECHNOLOGY INC,MICRON TECHNOLOGY INC,7343,1,INDIAN/SOUTH ASIAN,NA,Sanjay Mehrotra,Sanjay,Mehrotra,NA,CEO,President/CEO,Executive Director,Yes,5/8/17,,,,331,20589,205405
317,315,363,MXIM,MAXIM INTEGRATED PRODUCTS,MAXIM INTEGRATED PRODUCTS INC (De-listed 08/2021),14256,1,MIDDLE-EASTERN/NORTH AFRICAN,NA,Tunc Doluca,Tunc,Doluca,NA,CEO,President/CEO,Executive Director,Yes,1/1/07,8/26/21,,,333,19863,36387
318,316,129,NCLH,NORWEGIAN CRUISE LINE HLDGS,NORWEGIAN CRUISE LINE HOLDINGS LTD,104432,1,HISPANIC/LATIN AMERICAN,NA,Frank Del Rio,Frank,Del Rio,NA,CEO,President/CEO,Executive Director,Yes,8/4/15,6/30/23,,,334,1925428,1451131
319,317,471,NDAQ,NASDAQ INC,NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015),149337,0,CAUCASIAN/WHITE,NA,Adena Friedman,Adena,Friedman,NA,CEO,President/CEO,Executive Director,Yes,1/1/17,1/1/23,,,335,42640,483505
320,318,169,NEE,NEXTERA ENERGY INC,NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010),4517,0,CAUCASIAN/WHITE,NA,Jim Robo,Jim,Robo,NA,CEO,Chairman/President/CEO,Executive Director,Yes,12/13/13,3/1/22,,,336,12407,39031
321,319,421,NEM,NEWMONT CORP,NEWMONT CORP (Newmont Goldcorp Corp prior to 01/2020),7881,0,CAUCASIAN/WHITE,NA,Tom Palmer,Tom,Palmer,NA,CEO,President/CEO,Executive Director,Yes,10/1/19,,,,337,22069,1378869
322,320,364,NFLX,NETFLIX INC,NETFLIX INC,147579,0,CAUCASIAN/WHITE,NA,Wilmot Hastings Jr,Wilmot,Hastings Jr,NA,CEO,Chairman/President/CEO,Executive Director,Yes,7/1/99,7/14/20,,,338,93427,182088
323,321,172,NI,NISOURCE INC,NISOURCE INC (NIPSCO Industries Inc prior to 04/1999),7974,0,CAUCASIAN/WHITE,NA,Joe Hamrock,Joe,Hamrock,NA,CEO,President/CEO,Executive Director,Yes,7/1/15,2/14/22,,,339,22260,594908
326,324,472,NLSN,NIELSEN HOLDINGS PLC,NIELSEN HOLDINGS PLC (Nielsen NV prior to 08/2015) (De-listed 10/2022),100873,0,CAUCASIAN/WHITE,NA,David Kenny,David,Kenny,NA,CEO,CEO/Chief Diversity Officer,Executive Director,Yes,1/1/19,3/23/21,,,340,1684303,140602
327,325,73,NOC,NORTHROP GRUMMAN CORP,NORTHROP GRUMMAN CORP,7985,0,CAUCASIAN/WHITE,NA,Kathy Warden,Kathy,Warden,NA,CEO,Chair/President/CEO,Executive Director,Yes,8/1/19,,,,342,22521,1255302
328,326,158,NOV,NOV INC,NOV INC (National Oilwell Varco Inc prior to 01/2021),63892,0,CAUCASIAN/WHITE,NA,Clay Williams,Clay,Williams,NA,CEO,Chairman/President/CEO,Executive Director,Yes,5/30/14,,,,343,21553,207048
329,327,365,NOW,SERVICENOW INC,SERVICENOW INC,171007,0,CAUCASIAN/WHITE,NA,Bill McDermott,Bill,McDermott,NA,CEO,President/CEO,Executive Director,Yes,11/18/19,10/25/22,,,344,1830138,206474
330,328,159,NRG,NRG ENERGY INC,NRG ENERGY INC,135990,1,HISPANIC/LATIN AMERICAN,NA,Mauricio Gutierrez,Mauricio,Gutierrez,NA,CEO,President/CEO,Executive Director,Yes,1/4/16,11/17/23,,,345,22626,598675
331,329,56,NSC,NORFOLK SOUTHERN CORP,NORFOLK SOUTHERN CORP,7923,0,CAUCASIAN/WHITE,NA,Jim Squires,Jim,Squires,NA,CEO,Chairman/President/CEO,Executive Director,Yes,10/1/15,12/1/21,,,346,22412,534106
332,330,366,NTAP,NETAPP INC,NETAPP INC (Network Appliance Inc prior to 03/2008),61591,1,INDIAN/SOUTH ASIAN,NA,George Kurian,George,Kurian,NA,CEO,President/CEO,Executive Director,Yes,5/20/16,7/1/20,,,349,21903,1448606
333,331,391,NTRS,NORTHERN TRUST CORP,NORTHERN TRUST CORP,7982,0,CAUCASIAN/WHITE,NA,Mike O'Grady,Mike,O'Grady,NA,CEO,Chairman/President/CEO,Executive Director,Yes,1/23/19,,,,351,22509,1122917
335,333,367,NVDA,NVIDIA CORP,NVIDIA CORP,117768,1,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),NA,Jensen Huang,Jensen,Huang,NA,CEO,President/CEO,Executive Director,Yes,4/1/93,,,,353,22806,83377
336,334,57,NWL,NEWELL BRANDS INC,NEWELL BRANDS INC (Newell Rubbermaid Inc prior to 04/2016),7875,1,INDIAN/SOUTH ASIAN,NA,Ravi Saligram,Ravi,Saligram,NA,CEO,President/CEO,Executive Director,Yes,10/2/19,5/5/22,,,354,22048,447647
337,335,473,NWSA,NEWS CORP,NEWS CORP,18043,0,CAUCASIAN/WHITE,NA,Robert Thomson,Robert,Thomson,NA,CEO,CEO,Executive Director,Yes,6/28/13,,,,356,1962516,1282519
338,336,207,O,REALTY INCOME CORP,REALTY INCOME CORP,30822,1,INDIAN/SOUTH ASIAN,NA,Sumit Roy,Sumit,Roy,NA,CEO,President/CEO,Executive Director,Yes,10/16/18,,,,358,25864,1128307
339,337,2,ODFL,OLD DOMINION FREIGHT,OLD DOMINION FREIGHT LINE INC,24617,0,CAUCASIAN/WHITE,NA,Greg Gantt,Greg,Gantt,NA,CEO,President/CEO,Executive Director,Yes,5/16/18,6/30/23,,,359,23040,896206
340,338,343,OGN,ORGANON & CO,OROGEN ROYALTIES INC (Evrim Resources Corp prior to 08/2020),38821,0,CAUCASIAN/WHITE,Kevin Ali,Paddy Nicol,Kevin,Ali,0,CEO,CEO,Executive Director,No,6/1/21,,,,360,1562505,2413290
341,339,9,OKE,ONEOK INC,ONEOK INC (WAI Inc prior to 11/1997),8151,0,CAUCASIAN/WHITE,NA,Terry Spencer,Terry,Spencer,NA,CEO,President/CEO,Executive Director,Yes,1/31/14,6/28/21,,,361,23165,620137
342,340,474,OMC,OMNICOM GROUP INC,OMNICOM GROUP INC,4066,0,CAUCASIAN/WHITE,NA,John Wren III,John,Wren III,NA,CEO,Chairman/CEO,Executive Director,Yes,5/22/18,,,,362,23113,35509
343,341,40,ON,ON SEMICONDUCTOR CORP,ON SEMICONDUCTOR CORP,134932,0,CAUCASIAN/WHITE,NA,Keith Jackson,Keith,Jackson,NA,CEO,President/CEO,Executive Director,Yes,11/19/02,12/7/20,,,363,23134,200418
344,342,336,ORCL,ORACLE CORP,ORACLE CORP,12142,0,CAUCASIAN/WHITE,NA,Safra Catz,Safra,Catz,NA,CEO,CEO,Executive Director,Yes,10/18/19,,,,366,23295,33503
347,345,160,OXY,OCCIDENTAL PETROLEUM CORP,OCCIDENTAL PETROLEUM CORP,8068,0,CAUCASIAN/WHITE,NA,Vicki Hollub,Vicki,Hollub,NA,CEO,President/CEO,Executive Director,Yes,4/29/16,,,,367,22899,1304382
348,346,475,PARA,PARAMOUNT GLOBAL,PARAMOUNT GLOBAL (Viacomcbs Inc prior to 02/2022),13714,0,CAUCASIAN/WHITE,NA,Bob Bakish,Bob,Bakish,NA,CEO,President/CEO,Executive Director,Yes,12/4/19,,,,368,6098,23537
349,347,25,PAYC,PAYCOM SOFTWARE INC,PAYCOM SOFTWARE INC,20116,0,CAUCASIAN/WHITE,NA,Chad Richison,Chad,Richison,NA,CEO,Chairman/President/CEO,Executive Director,Yes,8/1/16,2/7/24,,,369,2061294,1388163
350,348,193,PAYX,PAYCHEX INC,PAYCHEX INC,8402,0,CAUCASIAN/WHITE,NA,Martin Mucci,Martin,Mucci,NA,CEO,President/CEO,Executive Director,Yes,10/14/10,12/1/21,,,370,23945,39151
351,349,237,PBCT,PEOPLE'S UNITED FINL INC,PEOPLE'S UNITED FINANCIAL INC (De-listed 04/2022),16245,0,CAUCASIAN/WHITE,NA,Jack Barnes,Jack,Barnes,NA,CEO,Chairman/CEO,Executive Director,Yes,6/26/18,4/4/22,,,371,1013530,204547
352,350,402,PCAR,PACCAR INC,PACCAR INC,8253,0,CAUCASIAN/WHITE,NA,R Feight,R,Feight,NA,CEO,CEO,Executive Director,Yes,7/1/19,,,,372,23563,1526154
353,351,428,PCG,PG&E CORP,PG&E CORP,8264,0,White,NA,Bill Johnson,Bill,Johnson,NA,CEO,President/CEO,Executive Director,Yes,6/21/19,6/30/20,,,373,24303,47996
355,353,409,PEG,PUBLIC SERVICE ENTRP GRP INC,PUBLIC SERVICE ENTERPRISE GROUP INC,8810,0,CAUCASIAN/WHITE,NA,Doctor Ralph Izzo,Ralph ,Izzo,NA,CEO,Chairman/President/CEO,Executive Director,Yes,4/1/07,8/31/22,,,375,25378,204007
356,354,291,PEP,PEPSICO INC,PEPSICO INC,8479,1,HISPANIC/LATIN AMERICAN,NA,Ramon Laguarta,Ramon,Laguarta,NA,CEO,Chairman/President/CEO,Executive Director,Yes,2/1/19,,,,377,24151,1304732
358,356,68,PFG,PRINCIPAL FINANCIAL GRP INC,PRINCIPAL FINANCIAL GROUP INC,145701,0,CAUCASIAN/WHITE,NA,Dan Houston,Dan,Houston,NA,CEO,Chairman/President/CEO,Executive Director,Yes,5/17/16,,,,378,25087,333969
359,357,177,PG,PROCTER & GAMBLE CO,PROCTER & GAMBLE CO,8762,0,CAUCASIAN/WHITE,NA,David Taylor,David,Taylor,NA,CEO,Chairman/President/CEO,Executive Director,Yes,7/1/16,11/1/21,,,379,25150,549272
360,358,284,PGR,PROGRESSIVE CORP-OHIO,PROGRESSIVE CORP (OHIO),13341,0,CAUCASIAN/WHITE,NA,Tricia Griffith,Tricia,Griffith,NA,CEO,President/CEO,Executive Director,Yes,7/1/16,,,,380,25199,40291
361,359,285,PH,PARKER-HANNIFIN CORP,PARKER-HANNIFIN CORP,8358,0,CAUCASIAN/WHITE,NA,Tom Williams,Tom,Williams,NA,CEO,Chairman/CEO,Executive Director,Yes,1/1/16,1/1/23,,,382,23834,502142
362,360,58,PHM,PULTEGROUP INC,PULTEGROUP INC,8823,0,CAUCASIAN/WHITE,NA,Ryan Marshall,Ryan,Marshall,NA,CEO,President/CEO,Executive Director,Yes,9/8/16,,,,383,25407,1308442
363,361,228,PKG,PACKAGING CORP OF AMERICA,PACKAGING CORP OF AMERICA,128978,0,CAUCASIAN/WHITE,NA,Mark Kowlzan,Mark,Kowlzan,NA,CEO,Chairman/CEO,Executive Director,Yes,1/1/16,,,,384,23635,205273
364,362,319,PKI,PERKINELMER INC,PARKLAND CORP (Parkland Fuel Corp prior to 05/2020),4145,1,INDIAN/SOUTH ASIAN,Prahlad Singh,Bob Espey,Prahlad,Singh,0,CEO,President/CEO,Executive Director,Yes,12/1/19,,,,385,1719568,1248755
365,363,445,PLD,PROLOGIS INC,PROLOGIS INC (AMB Property Corp prior to 06/2011),29984,1,MIDDLE-EASTERN/NORTH AFRICAN,NA,Hamid Moghadam,Hamid,Moghadam,NA,CEO,Chairman/CEO,Executive Director,Yes,1/1/13,,,,386,1710,60091
366,364,477,PM,PHILIP MORRIS INTERNATIONAL,PHILIP MORRIS INTERNATIONAL INC,179621,0,CAUCASIAN/WHITE,NA,Andre Calantzopoulos,Andre,Calantzopoulos,NA,CEO,CEO,Executive Director,Yes,5/8/13,5/5/21,,,387,1060044,36791
367,365,201,PNC,PNC FINANCIAL SVCS GROUP INC,PNC FINANCIAL SERVICES GROUP INC,8245,0,CAUCASIAN/WHITE,NA,William Demchak,William,Demchak,NA,CEO,Chairman/President/CEO,Executive Director,Yes,4/22/14,2/20/24,,,388,24669,44576
368,366,41,PNW,PINNACLE WEST CAPITAL CORP,PINNACLE WEST CAPITAL CORP,1075,0,CAUCASIAN/WHITE,NA,Jeff Guldner,Jeff,Guldner,NA,CEO,Chairman/President/CEO,Executive Director,Yes,11/15/19,,,,391,24493,891832
369,367,320,PODD,INSULET CORP,INSULET CORPORATION,177227,0,CAUCASIAN/WHITE,NA,Shacey Petrovic,Shacey,Petrovic,NA,CEO,President/CEO,Executive Director,Yes,1/1/19,6/1/22,,,392,862492,1519215
370,368,79,POOL,POOL CORP,POOL CORP (SCP Pool prior to 05/2006),61420,0,CAUCASIAN/WHITE,NA,Pete Arvan,Pete,Arvan,NA,CEO,President/CEO,Executive Director,Yes,7/31/19,,,,393,27358,1351667
371,369,202,PPG,PPG INDUSTRIES INC,PPG INDUSTRIES INC,8247,0,CAUCASIAN/WHITE,NA,Michael McGarry,Michael,McGarry,NA,CEO,Chairman/CEO,Executive Director,Yes,9/1/16,1/1/23,,,394,24887,624113
372,370,125,PPL,PPL CORP,PPL CORP,8455,0,CAUCASIAN/WHITE,NA,Bill Spence,Bill,Spence,NA,CEO,Chairman/CEO,Executive Director,Yes,7/1/19,5/31/20,,,395,24890,333782
373,371,410,PRU,PRUDENTIAL FINANCIAL INC,PRUDENTIAL FINANCIAL INC,143356,0,CAUCASIAN/WHITE,NA,Charlie Lowrey Jr,Charlie,Lowrey Jr,NA,CEO,Chairman/President/CEO,Executive Director,Yes,4/5/19,,,,396,25332,885991
374,372,332,PSA,PUBLIC STORAGE,PUBLIC STORAGE (Public Storage Inc prior to 06/2007),10096,0,CAUCASIAN/WHITE,NA,Joe Russell Jr,Joe,Russell Jr,NA,CEO,President/CEO,Executive Director,Yes,1/1/19,,,,397,25380,270150
375,373,161,PSX,PHILLIPS 66,PHILLIPS 66,170841,0,CAUCASIAN/WHITE,NA,Greg Garland,Greg,Garland,NA,CEO,Chairman/CEO,Executive Director,Yes,6/1/14,7/1/22,,,399,1813482,1089975
376,374,478,PVH,PVH CORP,PVH CORP,8551,0,CAUCASIAN/WHITE,NA,Manny Chirico,Manny,Chirico,NA,CEO,Chairman/CEO,Executive Director,Yes,6/19/07,2/1/21,,,401,24356,207452
377,375,162,PWR,QUANTA SERVICES INC,QUANTA SERVICES INC,66446,0,CAUCASIAN/WHITE,NA,Duke Austin Jr,Duke,Austin Jr,NA,CEO,President/CEO/COO,Executive Director,Yes,3/14/16,1/26/22,,,403,25544,1048547
378,376,275,PXD,PIONEER NATURAL RESOURCES CO,PIONEER NATURAL RESOURCES CO,14359,0,CAUCASIAN/WHITE,NA,Scott Sheffield,Scott,Sheffield,NA,CEO,President/CEO,Executive Director,Yes,2/21/19,1/1/21,,,404,24506,66062
379,377,368,PYPL,PAYPAL HOLDINGS INC,PAYPAL HOLDINGS INC,24616,0,CAUCASIAN/WHITE,NA,Dan Schulman,Dan,Schulman,NA,CEO,President/CEO,Executive Director,Yes,7/17/15,9/27/23,,,405,2308850,54611
380,378,208,QCOM,QUALCOMM INC,QUALCOMM INC,24800,0,CAUCASIAN/WHITE,NA,Doctor Irwin Jacobs,Irwin ,Jacobs,NA,CEO,Chairman/CEO Emeritus,Executive Director,Yes,3/6/12,,,1,406,25529,34486
381,378,208,QCOM,QUALCOMM INC,QUALCOMM INC,24800,0,CAUCASIAN/WHITE,NA,Steve Mollenkopf,Steve,Mollenkopf,NA,CEO,CEO,Executive Director,Yes,3/4/14,6/30/21,,1,407,25529,640531
