"coid","tic","conm_x","gvkey","ceo_name","0first","last","ceo_ethnicity","ceo_race(black)","ceo_minority","ceo_gender","ceo_female","2020_active","2020_active_may26_dec31","2020_two_ceos","2020_co-ceo","2020_ceo_change","2020_ceo_change_date","2020_in_or_out","ethnicity_boardex","BE_from_bermiss","Actual_Bermiss_discrepancy","RoleType_boardex","RoleName_boardex","Interim_boardex","DateStartRole_boardex","DateEndRole_boardex","2BE","2first"
329,"DIS","DISNEY (WALT) CO",3980,"Bob Chapek","Bob","Chapek","Caucasian/White",0,0,"M",0,1,1,0,0,1,"20-Feb","incoming","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"2/25/20","12/21/24",NA,NA
330,"EIX","EDISON INTERNATIONAL",9846,"Pedro Pizarro","Pedro","Pizarro","Hispanic/Latino",0,1,"M",0,1,1,0,0,0,NA,NA,"HISPANIC/LATIN AMERICAN",NA,0,"CEO","President/CEO",0,"9/30/16",NA,NA,NA
331,"LYV","LIVE NATION ENTERTAINMENT",165746,"Michael Rapino","Michael","Rapino","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/18",NA,NA,NA
332,"PSA","PUBLIC STORAGE",10096,"Joe Russell Jr","Joe","Russell","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/19",NA,NA,NA
333,"ECL","ECOLAB INC",4213,"Doug Baker Jr","Doug","Baker","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"12/2/11","1/1/21",NA,NA
334,"MMM","3M CO",7435,"Mike Roman","Mike","Roman","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"6/1/19",NA,NA,NA
335,"DLR","DIGITAL REALTY TRUST INC",160991,"Bill Stein","Bill","Stein","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"5/1/15","12/13/22",NA,NA
336,"ORCL","ORACLE CORP",12142,"Safra Catz","Safra","Catz","Caucasian/White",0,0,"F",1,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","CEO",0,"10/18/19",NA,NA,NA
337,"TSLA","TESLA INC",184996,"Elon Musk","Elon","Musk","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"11/7/18",NA,NA,NA
338,"BIO","BIO-RAD LABORATORIES INC",2220,"Norman Schwartz","Norman","Schwartz","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"1/1/12",NA,NA,NA
339,"COO","COOPER COS INC (THE)",3504,"Al White III","Al","White","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"5/1/18",NA,1,"James"
340,"CVX","CHEVRON CORP",2991,"Mike Wirth","Mike","Wirth","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"2/1/18",NA,NA,NA
341,"DPZ","DOMINO'S PIZZA INC",160211,"Ritch Allison Jr","Ritch","Allison","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","CEO",0,"7/1/18","4/26/22",NA,NA
342,"DGX","QUEST DIAGNOSTICS INC",64166,"Steve Rusckowski","Steve","Rusckowski","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"1/1/17","11/1/22",NA,NA
343,"OGN","ORGANON & CO",38821,"Kevin Ali","Kevin","Ali","Caucasian/White",0,0,"M",0,0,0,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"6/1/21",NA,NA,NA
344,"VRSK","VERISK ANALYTICS INC",180652,"Scott Stephenson","Scott","Stephenson","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"4/1/16","5/5/22",NA,NA
345,"A","AGILENT TECHNOLOGIES INC",126554,"Mike McMullen","Mike","McMullen","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"3/18/15",NA,NA,NA
346,"AAPL","APPLE INC",1690,"Tim Cook","Tim","Cook","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"8/24/11",NA,NA,NA
347,"ADBE","ADOBE INC",12540,"Shantanu Narayen","Shantanu","Narayen","Asian/Indian",0,1,"M",0,1,1,0,0,0,NA,NA,"INDIAN/SOUTH ASIAN",NA,0,"CEO","Chairman/President/CEO",0,"1/27/17","1/13/22",NA,NA
348,"AMAT","APPLIED MATERIALS INC",1704,"Gary Dickerson","Gary","Dickerson","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"9/1/13",NA,NA,NA
349,"AMD","ADVANCED MICRO DEVICES",1161,"Doctor Lisa Su","Doctor","Su","Asian/Taiwanese",0,1,"F",1,1,1,0,0,0,NA,NA,"ASIAN (EXCLUDE INDIAN/SOUTH ASIAN)",NA,0,"CEO","President/CEO",0,"10/8/14","2/14/22",NA,NA
350,"ANET","ARISTA NETWORKS INC",20748,"Jayshree Ullal","Jayshree","Ullal","Asian/Indian",0,1,"F",1,1,1,0,0,0,NA,NA,"INDIAN/SOUTH ASIAN",NA,0,"CEO","President/CEO",0,"6/6/14","12/1/23",NA,NA
351,"AVGO","BROADCOM INC",180711,"Hock Tan","Hock","Tan","Asian/Malaysian",0,1,"M",0,1,1,0,0,0,NA,NA,"ASIAN (EXCLUDE INDIAN/SOUTH ASIAN)",NA,0,"CEO","President/CEO",0,"8/6/09",NA,NA,NA
352,"CDNS","CADENCE DESIGN SYSTEMS INC",13421,"Lip-Bu Tan","Lip-Bu","Tan","Asian/Malaysian",0,1,"M",0,1,1,0,0,0,NA,NA,"ASIAN (EXCLUDE INDIAN/SOUTH ASIAN)",NA,0,"CEO","CEO",0,"11/16/17","12/15/21",NA,NA
353,"CSCO","CISCO SYSTEMS INC",20779,"Chuck Robbins","Chuck","Robbins","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chair/CEO",0,"12/11/17",NA,NA,NA
354,"EBAY","EBAY INC",114524,"Devin N. Wenig","Devin","Wenig","Caucasian/White",0,0,"M",0,1,0,0,0,1,"19-Sep","outgoing","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"7/15/24","9/25/19",NA,NA
354,"EBAY","EBAY INC",114524,"Scott Schenkel (Interim)","Scott","Schenkel","Caucasian/White",0,0,"M",0,1,1,0,0,1,"20-Apr","interim","CAUCASIAN/WHITE",NA,0,"CEO","CEO",1,"9/25/19","4/27/20",NA,NA
354,"EBAY","EBAY INC",114524,"Jamie Iannone","Jamie","Iannone","Caucasian/White",0,0,"M",0,1,1,0,0,1,"20-Apr","incoming","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"4/27/20",NA,NA,NA
355,"FTNT","FORTINET INC",183377,"Ken Xie","Ken","Xie","Asian/Chinese",0,1,"M",0,1,1,0,0,0,NA,NA,"ASIAN (EXCLUDE INDIAN/SOUTH ASIAN)",NA,0,"CEO","Chairman/CEO",0,"11/11/13",NA,NA,NA
356,"GOOGL","ALPHABET INC",160329,"Sundar Pichai","Sundar","Pichai","Asian/Indian",0,1,"M",0,1,1,0,0,0,NA,NA,"INDIAN/SOUTH ASIAN",NA,0,"CEO","CEO",0,"12/3/19",NA,NA,NA
357,"HPQ","HP INC",5606,"Enrique Lores","Enrique","Lores","Hispanic/Latino",0,1,"M",0,1,1,0,0,0,NA,NA,"HISPANIC/LATIN AMERICAN",NA,0,"CEO","President/CEO",0,"11/1/19",NA,NA,NA
358,"INTC","INTEL CORP",6008,"Bob Swan","Bob","Swan","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"1/30/19","2/15/21",NA,NA
359,"INTU","INTUIT INC",27928,"Sasan Goodarzi","Sasan","Goodarzi","Middle Eastern",0,1,"M",0,1,1,0,0,0,NA,NA,"MIDDLE-EASTERN/NORTH AFRICAN",NA,0,"CEO","President/CEO",0,"1/1/19","2/1/24",NA,NA
360,"ISRG","INTUITIVE SURGICAL INC",136725,"Doctor Gary Guthart","Doctor","Guthart","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/10","5/16/23",NA,NA
361,"JNPR","JUNIPER NETWORKS INC",121718,"Rami Rahim","Rami","Rahim","Middle Eastern",0,1,"M",0,1,1,0,0,0,NA,NA,"ASIAN (EXCLUDE INDIAN/SOUTH ASIAN)",NA,0,"CEO","CEO",0,"11/10/14",NA,NA,NA
362,"KLAC","KLA CORP",6304,"Rick Wallace","Rick","Wallace","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"11/13/08",NA,NA,NA
363,"MXIM","MAXIM INTEGRATED PRODUCTS",14256,"Tunc Doluca","Tunc","Doluca","Middle Eastern/Turkish",0,1,"M",0,1,1,0,0,0,NA,NA,"MIDDLE-EASTERN/NORTH AFRICAN",NA,0,"CEO","President/CEO",0,"1/1/07","8/26/21",NA,NA
364,"NFLX","NETFLIX INC",147579,"Wilmot Hastings Jr","Wilmot","Hastings","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"7/1/99","7/14/20",NA,NA
365,"NOW","SERVICENOW INC",171007,"Bill McDermott","Bill","McDermott","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"11/18/19","10/25/22",NA,NA
366,"NTAP","NETAPP INC",61591,"George Kurian","George","Kurian","Asian/Indian",0,1,"M",0,1,1,0,0,0,NA,NA,"INDIAN/SOUTH ASIAN",NA,0,"CEO","President/CEO",0,"5/20/16","7/1/20",NA,NA
367,"NVDA","NVIDIA CORP",117768,"Jensen Huang","Jensen","Huang","Asian/Taiwanese",0,1,"M",0,1,1,0,0,0,NA,NA,"ASIAN (EXCLUDE INDIAN/SOUTH ASIAN)",NA,0,"CEO","President/CEO",0,"4/1/93",NA,NA,NA
368,"PYPL","PAYPAL HOLDINGS INC",24616,"Dan Schulman","Dan","Schulman","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"7/17/15","9/27/23",NA,NA
369,"SIVB","SVB FINANCIAL GROUP",17120,"Gregory W. Becker","Gregory","Becker","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"4/1/11","3/10/23",0,"Todd"
370,"SNPS","SYNOPSYS INC",24975,"Doctor Aart De Geus","Doctor","Geus","Caucasian/White",0,0,"M",0,1,1,1,1,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/Co-CEO",0,"1/1/86",NA,NA,NA
370,"SNPS","SYNOPSYS INC",24975,"Doctor Chi-Foon Chan","Doctor","Chan","Asian/Chinese",0,1,"M",0,1,1,1,1,0,NA,NA,NA,NA,0,"CEO","President/Co-CEO",0,"5/21/12","4/30/22",NA,NA
371,"TRMB","TRIMBLE INC",22815,"Steven W. Berglund","Steven","Berglund","Caucasian/White",0,0,"M",0,1,0,0,0,1,"20-Jan","outgoing","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"3/1/99","1/4/20",NA,NA
371,"TRMB","TRIMBLE INC",22815,"Robert G. Painter","Robert","Painter","Caucasian/White",0,0,"M",0,1,1,0,0,1,"20-Jan","incoming","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"1/4/20",NA,NA,NA
372,"VAR","VARIAN MEDICAL SYSTEMS INC",11115,"Dow Wilson","Dow","Wilson","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"9/29/12","10/5/20",0,"Kevin"
373,"WDC","WESTERN DIGITAL CORP",11399,"David Goeckeler","David","Goeckeler","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"3/9/20",NA,NA,NA
374,"XLNX","XILINX INC",22325,"Victor Peng","Victor","Peng","Asian/Chinese",0,1,"M",0,1,1,0,0,0,NA,NA,"ASIAN (EXCLUDE INDIAN/SOUTH ASIAN)",NA,0,"CEO","President/CEO",0,"1/29/18","2/14/22",NA,NA
375,"ADM","ARCHER-DANIELS-MIDLAND CO",1722,"Juan Luciano","Juan","Luciano","Hispanic/Latino",0,1,"M",0,1,1,0,0,0,NA,NA,"HISPANIC/LATIN AMERICAN",NA,0,"CEO","Chairman/President/CEO",0,"1/1/16",NA,NA,NA
376,"AJG","ARTHUR J GALLAGHER & CO",4973,"Pat Gallagher Jr","Pat","Gallacher","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"10/19/06","1/1/24",NA,NA
377,"ALL","ALLSTATE CORP",28349,"Tom Wilson II","Tom","Wilson","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"2/23/18",NA,0,"Kevin"
378,"BA","BOEING CO",2285,"David L. Calhoun","David","Calhoun","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",1,NA,NA,NA,NA
379,"CAG","CONAGRA BRANDS INC",3362,"Sean Connolly","Sean","Connolly","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"4/6/15",NA,NA,NA
380,"CBOE","CBOE GLOBAL MARKETS INC",184500,"Ed Tilly","Ed","Tilly","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"1/14/19","5/12/22",NA,NA
381,"CME","CME GROUP INC",149070,"The Hon. Terry Duffy","The","Duffy","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"11/10/16",NA,NA,NA
382,"EQR","EQUITY RESIDENTIAL",28733,"Mark Parrell","Mark","Parrell","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"12/31/18",NA,NA,NA
383,"EXC","EXELON CORP",8539,"Chris Crane","Chris","Crane","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","President/CEO",0,"3/12/12","10/17/22",NA,NA
384,"GEHC","GE HEALTHCARE TECHNOLOGI INC",41818,"Kieran Murphy","Kieran","Murphy","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"6/1/17","1/3/22",NA,NA
385,"IEX","IDEX CORP",15267,"Andrew K. Silvernail","Andrew","Silvernail","Caucasian/White",0,0,"M",0,1,1,0,0,1,"20-Dec","outgoing","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"1/1/11","12/15/20",NA,NA
385,"IEX","IDEX CORP",15267,"Eric D. Ashleman","Eric","Ashleman","Caucasian/White",0,0,"M",0,1,1,0,0,1,"20-Dec","incoming","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"12/15/20",NA,NA,NA
386,"ITW","ILLINOIS TOOL WORKS",5878,"Ernest Santi","Ernest","Santi","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"5/8/15","1/1/24",NA,NA
387,"LKQ","LKQ CORP",155394,"Nick Zarcone","Nick","Zarcone","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"5/31/17",NA,NA,NA
388,"MCD","MCDONALD'S CORP",7154,"Chris Kempczinski","Chris","Kempczinski","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,NA,NA,NA,NA
389,"MDLZ","MONDELEZ INTERNATIONAL INC",142953,"Doctor Dirk van de Put","Dirk","van de Put","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","Chairman/CEO",0,"4/1/18",NA,NA,NA
390,"MSI","MOTOROLA SOLUTIONS INC",7585,"Greg Brown","Greg","Brown","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"5/3/11",NA,NA,NA
391,"NTRS","NORTHERN TRUST CORP",7982,"Mike O'Grady","Mike","O'Grady","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","Chairman/President/CEO",0,"1/23/19",NA,NA,NA
392,"UAL","UNITED AIRLINES HOLDINGS INC",10795,"Oscar Munoz","Oscar","Munoz","Hispanic/Latino",0,1,"M",0,1,0,0,0,1,"5/1/20","outgoing","CAUCASIAN/WHITE",1,1,"CEO","CEO",1,"5/20/20","5/1/20",NA,NA
393,"VTR","VENTAS INC",110179,"Debra Cafaro","Debra","Cafaro","Caucasian/White",0,0,"F",1,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"11/2/10",NA,NA,NA
394,"KEYS","KEYSIGHT TECHNOLOGIES INC",20232,"Ron Nersesian","Ron","Nersesian","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"11/1/19","5/1/22",NA,NA
395,"ALK","ALASKA AIR GROUP INC",1230,"Brad Tilden","Brad","Tilden","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"1/1/14","3/31/21",NA,NA
396,"AMZN","AMAZON.COM INC",64768,"Jeff Bezos","Jeff","Bezos","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"10/1/00","7/5/21",NA,NA
397,"COST","COSTCO WHOLESALE CORP",29028,"W Jelinek","W","Jelinek","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/12","2/2/22",NA,NA
398,"EXPD","EXPEDITORS INTL WASH INC",4494,"Jeff Musser","Jeff","Musser","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"3/1/14",NA,NA,NA
399,"EXPE","EXPEDIA GROUP INC",126296,"Mark Okerstrom","Mark","Okerstrom","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"8/17/24","12/4/19",NA,NA
399,"EXPE","EXPEDIA GROUP INC",126296,"Peter Kern","Peter","Kern","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"4/22/20",NA,NA,NA
400,"FFIV","F5 INC",121077,"Francois Locoh-Donou","Francois","Locoh-Donou","African American/Black",1,1,"M",0,1,1,0,0,0,NA,NA,"BLACK/AFRICAN AMERICAN",1,0,"CEO",NA,0,NA,NA,1,"Fran_ois"
401,"MSFT","MICROSOFT CORP",12141,"Satya Nadella","Satya","Nadella","Asian/Indian",0,1,"M",0,1,1,0,0,0,NA,NA,"INDIAN/SOUTH ASIAN",NA,0,"CEO","CEO",0,"2/4/14","6/16/21",NA,NA
402,"PCAR","PACCAR INC",8253,"R Feight","R","Feight","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"7/1/19",NA,NA,NA
403,"SBUX","STARBUCKS CORP",25434,"Kevin Johnson","Kevin","Johnson","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"4/3/17","4/4/22",NA,NA
404,"TMUS","T-MOBILE US INC",17874,"John Legere","John","Legere","Caucasian/White",0,0,"M",0,1,0,0,0,1,"20-Apr","outgoing","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"9/1/12","4/1/20",NA,NA
404,"TMUS","T-MOBILE US INC",17874,"Mike Sievert","Mike","Sievert","Caucasian/White",0,0,"M",0,1,1,0,0,1,"20-Apr","incoming","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"4/1/20",NA,NA,NA
405,"WY","WEYERHAEUSER CO",11456,"Devin Stockfish","Devin","Stockfish","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/19",NA,NA,NA
406,"LNT","ALLIANT ENERGY CORP",11554,"John Larsen","John","Larsen","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chair/President/CEO",0,"7/1/19","2/27/23",NA,NA
407,"ETSY","ETSY INC",23238,"Josh Silverman","Josh","Silverman","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"5/3/17",NA,NA,NA
408,"ADP","AUTOMATIC DATA PROCESSING",1891,"Carlos Rodriguez","Carlos","Rodriguez","Hispanic/Latino",0,1,"M",0,1,1,0,0,0,NA,NA,"HISPANIC/LATIN AMERICAN",NA,0,"CEO","President/CEO",0,"11/8/11","1/1/22",NA,NA
409,"PEG","PUBLIC SERVICE ENTRP GRP INC",8810,"Doctor Ralph Izzo","Ralph","Izzo","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"4/1/07","8/31/22",NA,NA
410,"PRU","PRUDENTIAL FINANCIAL INC",143356,"Charlie Lowrey Jr","Charlie","Lowrey","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"4/5/19",NA,NA,NA
