"coid","tic","conm_x","gvkey","ceo_name","0first","last","ceo_ethnicity","ceo_race(black)","ceo_minority","ceo_gender","ceo_female","2020_active","2020_active_may26_dec31","2020_two_ceos","2020_co-ceo","2020_ceo_change","2020_ceo_change_date","2020_in_or_out","ethnicity_boardex","BE_from_bermiss","Actual_Bermiss_discrepancy","RoleType_boardex","RoleName_boardex","Interim_boardex","DateStartRole_boardex","DateEndRole_boardex","2BE","2first"
411,"BEN","FRANKLIN RESOURCES INC",4885,"Gregory E. Johnson","Gregory","Johnson","Caucasian/White",0,0,"M",0,1,0,0,0,1,"20-Feb","outgoing","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"7/5/24","2/11/20",NA,NA
411,"BEN","FRANKLIN RESOURCES INC",4885,"Jennifer M. Johnson","Jennifer","Johnson","Caucasian/White",0,0,"F",1,1,1,0,0,1,"20-Feb","incoming","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"2/11/20",NA,NA,NA
412,"EA","ELECTRONIC ARTS INC",16721,"Andrew Wilson","Andrew","Wilson","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"9/17/13","8/12/21",0,"Kevin"
413,"EQIX","EQUINIX INC",138743,"Charles Meyers","Charles","Meyers","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"9/12/18",NA,NA,NA
414,"ESS","ESSEX PROPERTY TRUST",30293,"Mike Schall","Mike","Schall","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/11","3/31/23",NA,NA
415,"GILD","GILEAD SCIENCES INC",24856,"Daniel O'Day","Daniel","O'Day","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",0,0,"CEO","Chairman/CEO",0,"3/1/19",NA,0,"Daniel"
416,"META","META PLATFORMS INC",170617,"Mark Zuckerberg","Mark","Zuckerberg","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"5/18/12",NA,NA,NA
417,"RHI","ROBERT HALF INTL INC",2312,"Michael Waddell","Michael","Waddell","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Vice Chairman/CEO/President",0,"12/15/19",NA,NA,NA
418,"V","VISA INC",179534,"Al Kelly Jr","Al","Kelly","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"4/16/19","2/1/23",1,"Eric"
419,"AIV","APARTMENT INVST & MGMT CO",30490,"Wes Powell","Wes","Powell","Caucasian/White",0,0,"M",0,1,1,1,0,1,"12/15/20","incoming",NA,NA,0,"CEO","President/CEO",0,"12/15/20",NA,NA,NA
419,"AIV","APARTMENT INVST & MGMT CO",30490,"The Hon. Terry Considine","The","Considine","Caucasian/White",0,0,"M",0,1,1,1,0,1,"12/15/20","outgoing","CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"2/10/09","12/15/20",NA,NA
420,"DVA","DAVITA INC",61483,"Javier Rodriguez","Javier","Rodriguez","Hispanic/Latino",0,1,"M",0,1,1,0,0,0,NA,NA,"HISPANIC/LATIN AMERICAN",NA,0,"CEO","CEO",0,"6/1/19",NA,NA,NA
421,"NEM","NEWMONT CORP",7881,"Tom Palmer","Tom","Palmer","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"10/1/19",NA,NA,NA
422,"PEAK","HEALTHPEAK PROPERTIES INC",13125,"Tom Herzog","Tom","Herzog","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"1/1/17","10/6/22",NA,NA
423,"VFC","VF CORP",11060,"Steve Rendle","Steve","Rendle","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman (Executive)/President/CEO",0,"10/28/17","12/2/22",NA,NA
424,"WU","WESTERN UNION CO",175263,"Hikmet Ersek","Hikmet","Ersek","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",0,0,"CEO","President/CEO",0,"9/1/10","12/31/21",NA,NA
425,"CLX","CLOROX CO/DE",3121,"Benno Dorer","Benno","Dorer","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"8/15/16","9/14/20",NA,NA
426,"ENPH","ENPHASE ENERGY INC",187450,"Badri Kothandaraman","Badri","Kothandaraman","Asian/Indian",0,1,"M",0,1,1,0,0,0,NA,NA,"INDIAN/SOUTH ASIAN",NA,0,"CEO","President/CEO",0,"9/3/17",NA,NA,NA
427,"LRCX","LAM RESEARCH CORP",6565,"Tim Archer","Tim","Archer","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"12/5/18",NA,NA,NA
428,"PCG","PG&E CORP",8264,"Bill Johnson","Bill","Johnson","Caucasian/White",0,0,"M",0,1,1,1,0,1,"20-Apr","outgoing",NA,NA,0,"CEO","CEO",0,"6/21/19","6/30/20",NA,NA
428,"PCG","PG&E CORP",8264,"Bill Smith","Bill","Smith","Caucasian/White",0,0,"M",0,1,1,1,0,1,"6/30/20","outgoing","CAUCASIAN/WHITE",NA,0,"CEO","Interim CEO",1,NA,NA,NA,NA
429,"ROST","ROSS STORES INC",9248,"Barbara Rentler","Barbara","Rentler","Caucasian/White",0,0,"F",1,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"6/1/14","5/19/21",NA,NA
430,"ALXN","ALEXION PHARMACEUTICALS INC",62263,"Doctor Ludwig Hantson","Doctor","Hantson","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"3/27/17","7/21/21",NA,NA
431,"AMT","AMERICAN TOWER CORP",105365,"James D. Taiclet Jr.","James","Taiclet","Caucasian/White",0,0,"M",0,1,1,0,0,1,"20-Jun","outgoing","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"6/25/05","6/14/20",NA,NA
431,"AMT","AMERICAN TOWER CORP",179437,"Thomas A. Bartlett","Thomas","Bartlett","Caucasian/White",0,0,"M",0,1,1,1,0,1,"20-Jun","incoming",NA,NA,0,"CEO",NA,0,"6/14/20",NA,NA,NA
432,"BXP","BOSTON PROPERTIES INC",64925,"Owen Thomas","Owen","Thomas","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"4/2/13","5/19/22",0,"Robert"
433,"GE","GENERAL ELECTRIC CO",5047,"Larry Culp Jr","Larry","Culp","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"9/30/18",NA,NA,NA
434,"IRM","IRON MOUNTAIN INC",62374,"Bill Meaney","Bill","Meaney","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/7/13",NA,NA,NA
435,"STT","STATE STREET CORP",10035,"Ronald P. O'Hanley","Ronald","O'Hanley","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"1/1/19",NA,NA,NA
436,"VRTX","VERTEX PHARMACEUTICALS INC",24344,"Jeffrey M. Leiden","Jeffrey","Leiden","Caucasian/White",0,0,"M",0,1,0,0,0,1,"20-Apr","outgoing","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"2/1/12","4/1/20",NA,NA
436,"VRTX","VERTEX PHARMACEUTICALS INC",24344,"Reshma Kewalramani","Reshma","Kewalramani","Asian/Indian",0,1,"F",1,1,1,0,0,1,"20-Apr","incoming","INDIAN/SOUTH ASIAN",NA,0,"CEO",NA,0,"4/1/20",NA,NA,NA
437,"CMCSA","COMCAST CORP",3226,"Brian Roberts","Brian","Roberts","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","Chairman/President/CEO",0,"5/25/04","10/11/22",NA,NA
438,"FMC","FMC CORP",4510,"Doctor Pierre Brondeau","Doctor","Brondeau","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"6/1/18","5/31/20",NA,NA
439,"AEE","AMEREN CORP",10860,"Warner Baxter","Warner","Baxter","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"7/1/14","1/1/22",NA,NA
440,"ETR","ENTERGY CORP",7366,"Leo Denault","Leo","Denault","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","Chairman/CEO",0,"2/1/13",NA,NA,NA
441,"ADSK","AUTODESK INC",1878,"Doctor Andrew Anagnost","Doctor","Anagnost","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"6/19/17","1/19/21",NA,NA
442,"CRM","SALESFORCE INC",157855,"Marc Benioff","Marc","Benioff","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"6/21/05",NA,NA,NA
443,"FRC","FIRST REPUBLIC BANK",14275,"James H. Herbert II","James","Herbert","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"6/7/05","3/13/22",NA,NA
444,"GPS","GAP INC",4990,"Art Peck","Art","Peck","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"2/15/24","11/19/24",NA,NA
445,"PLD","PROLOGIS INC",29984,"Hamid Moghadam","Hamid","Moghadam","Middle Eastern",0,1,"M",0,1,1,0,0,0,NA,NA,"MIDDLE-EASTERN/NORTH AFRICAN",NA,0,"CEO","Chairman/CEO",0,"1/1/13",NA,NA,NA
446,"TWTR","TWITTER INC",18872,"Jack Dorsey","Jack","Dorsey","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"9/30/15","11/29/21",NA,NA
447,"WFC","WELLS FARGO & CO",8007,"Charlie Scharf","Charlie","Scharf","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","President/CEO",0,"10/21/19",NA,NA,NA
448,"AIG","AMERICAN INTERNATIONAL GROUP",1487,"Brian Duperreault","Brian","Duperreault","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"5/1/17","3/1/21",NA,NA
449,"AIZ","ASSURANT INC",157057,"Alan Colberg","Alan","Colberg","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/15","5/18/21",NA,NA
450,"AXP","AMERICAN EXPRESS CO",1447,"Steve Squeri","Steve","Squeri","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","Chairman/CEO",0,"2/1/18",NA,NA,NA
451,"BK","BANK OF NEW YORK MELLON CORP",2019,"Thomas P. Gibbons","Thomas","Gibbons","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"3/1/20","8/1/22",NA,NA
452,"BLK","BLACKROCK INC",124434,"Larry Fink","Larry","Fink","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"1/1/98",NA,NA,NA
453,"BMY","BRISTOL-MYERS SQUIBB CO",2403,"Doctor Giovanni Caforio","Doctor","Caforio","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"5/2/17","11/1/23",NA,NA
454,"C","CITIGROUP INC",3243,"Mike Corbat","Mike","Corbat","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","CEO",0,"10/15/12","2/26/21",NA,NA
455,"CL","COLGATE-PALMOLIVE CO",3170,"Noel Wallace","Noel","Wallace","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"4/1/19",NA,NA,NA
456,"ED","CONSOLIDATED EDISON INC",3413,"John McAvoy","John","McAvoy","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"5/12/14","12/29/20",NA,NA
457,"EL","ESTEE LAUDER COMPANIES INC",61567,"Fabrizio Freda","Fabrizio","Freda","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","President/CEO",0,"7/1/09",NA,NA,NA
458,"FOXA","FOX CORP",34636,"Lachlan K. Murdoch","Lachlan","Murdoch","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"3/19/24",NA,NA,NA
459,"GS","GOLDMAN SACHS GROUP INC",114628,"David Solomon","David","Solomon","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"1/1/19",NA,1,"Sam"
460,"HES","HESS CORP",1380,"John Hess","John","Hess","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"5/16/13",NA,NA,NA
461,"IFF","INTL FLAVORS & FRAGRANCES",6078,"Andreas Fibig","Andreas","Fibig","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"12/1/14","2/14/22",NA,NA
462,"IPG","INTERPUBLIC GROUP OF COS",6136,"Michael Roth","Michael","Roth","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"1/19/05","1/1/21",NA,NA
463,"JPM","JPMORGAN CHASE & CO",2968,"Jamie Dimon","Jamie","Dimon","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"1/30/18",NA,NA,NA
464,"L","LOEWS CORP",6781,"Jim Tisch","Jim","Tisch","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/99",NA,NA,NA
465,"MCO","MOODY'S CORP",139665,"Raymond McDaniel Jr","Raymond","McDaniel","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"4/19/12","12/31/20",NA,NA
466,"MET","METLIFE INC",133768,"Michel Khalaf","Michel","Khalaf","Middle Eastern",0,1,"M",0,1,1,0,0,0,NA,NA,"MIDDLE-EASTERN/NORTH AFRICAN",NA,0,"CEO","President/CEO",0,"5/1/19",NA,NA,NA
467,"MKTX","MARKETAXESS HOLDINGS INC",158742,"Rick McVey","Rick","McVey","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"9/13/06","4/3/23",NA,NA
468,"MMC","MARSH & MCLENNAN COS",7065,"Dan Glaser","Dan","Glaser","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",0,0,"CEO","President/CEO",0,"1/1/13",NA,NA,NA
469,"MS","MORGAN STANLEY",12124,"James Gorman","James","Gorman","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"1/1/12","1/1/24",NA,NA
470,"MSCI","MSCI INC",178507,"Henry Fernandez","Henry","Fernandez","Hispanic/Latino",0,1,"M",0,1,1,0,0,0,NA,NA,"HISPANIC/LATIN AMERICAN",NA,0,"CEO","Chairman/CEO",0,"10/31/17",NA,NA,NA
471,"NDAQ","NASDAQ INC",149337,"Adena Friedman","Adena","Friedman","Caucasian/White",0,0,"F",1,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/17","1/1/23",NA,NA
472,"NLSN","NIELSEN HOLDINGS PLC",100873,"David Kenny","David","Kenny","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","CEO/Chief Diversity Officer",0,"1/1/19","3/23/21",NA,NA
473,"NWSA","NEWS CORP",18043,"Robert Thomson","Robert","Thomson","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"6/28/13",NA,NA,NA
474,"OMC","OMNICOM GROUP INC",4066,"John Wren III","John","Wren","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"5/22/18",NA,NA,NA
475,"PARA","PARAMOUNT GLOBAL",13714,"George Cheeks","George","Cheeks","Caucasian/White",0,0,"M",0,1,1,0,0,1,"3/23/20","incoming","CAUCASIAN/WHITE",0,0,"CEO","President/CEO",0,"12/4/19",NA,NA,NA
475,"PARA","PARAMOUNT GLOBAL",13714,"Joseph Ianniello","Joseph","Ianniello","Caucasian/White",0,0,"M",0,1,0,1,0,1,"3/23/20","outgoing","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,NA,"3/23/20",NA,NA
476,"PFE","PFIZER INC",8530,"Albert Bourla","Albert","Bourla","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"1/1/19",NA,NA,NA
477,"PM","PHILIP MORRIS INTERNATIONAL",179621,"Andre Calantzopoulos","Andre","Calantzopoulos","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"5/8/13","5/5/21",NA,NA
478,"PVH","PVH CORP",8551,"Manny Chirico","Manny","Chirico","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"6/19/07","2/1/21",NA,NA
479,"RL","RALPH LAUREN CORP",64891,"Patrice Louvet","Patrice","Louvet","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","President/CEO",0,"7/3/17",NA,NA,NA
480,"SLG","SL GREEN REALTY CORP",65290,"Marc Holliday","Marc","Holliday","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"1/1/19","12/31/23",NA,NA
481,"SPGI","S&P GLOBAL INC",7163,"Doug Peterson","Doug","Peterson","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"11/1/13",NA,NA,NA
482,"TPR","TAPESTRY INC",140541,"Jide Zeitlin","Jide","Zeitlin","African American/Black",1,1,"M",0,1,0,1,0,1,"7/1/20","outgoing",NA,NA,0,"CEO","CEO",1,NA,NA,1,"Jide"
482,"TPR","TAPESTRY INC",140541,"Joanne Crevoiserat","Joanne","Crevoiserat","Caucasian/White",1,1,"F",0,1,1,1,0,1,"7/1/20","incoming",NA,1,0,"CEO","Chairman/CEO",0,"9/4/19","7/20/20",NA,NA
482,"TPR","TAPESTRY INC",140541,"Joanne Crevoiserat","Joanne","Crevoiserat","Caucasian/White",0,0,"F",1,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","Chairman/CEO",0,"7/20/20",NA,NA,NA
483,"TRV","TRAVELERS COS INC",62689,"Alan Schnitzer","Alan","Schnitzer","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",0,0,"CEO","Chairman/CEO",0,"8/1/17",NA,0,"Alan"
484,"TTWO","TAKE-TWO INTERACTIVE SFTWR",64630,"Strauss Zelnick","Strauss","Zelnick","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman (Executive)/CEO",0,"1/1/11",NA,NA,NA
485,"VICI","VICI PROPERTIES INC",32580,"Ed Pitoniak","Ed","Pitoniak","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"2/1/18",NA,NA,NA
486,"VNO","VORNADO REALTY TRUST",11220,"Steve Roth","Steve","Roth","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"4/15/13",NA,NA,NA
487,"VZ","VERIZON COMMUNICATIONS INC",2136,"Hans Vestberg","Hans","Vestberg","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"3/8/19",NA,NA,NA
488,"CSGP","COSTAR GROUP INC",112111,"Andy Florance","Andy","Florance","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/95",NA,NA,NA
489,"DHR","DANAHER CORP",3735,"Tom Joyce Jr","Tom","Joyce","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"9/9/14","9/1/20",NA,NA
490,"BG","BUNGE LTD",144435,"Greg Heckman","Greg","Heckman","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"4/25/19",NA,NA,NA
491,"CNC","CENTENE CORP",145552,"Michael Neidorff","Michael","Neidorff","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"4/23/19","9/7/21",NA,NA
492,"EMR","EMERSON ELECTRIC CO",4321,"David Farr","David","Farr","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"10/5/10","2/5/21",NA,NA
493,"HII","HUNTINGTON INGALLS IND INC",186310,"Mike Petters","Mike","Petters","Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","President/CEO",0,"3/31/11","3/1/22",NA,NA
