obs,tic,conm_x,gvkey,CrossVerified_ExecType,DirectorName,Ethnicity,Race(black),BE_fromBermissData,ceo_black_discrepancy,Minority,Gender,Female,Num_Black_TMT,TMT_Active_in_2020 (Manual Check),BlackCEO_Appointment_date (within the timeframe),DirectorName_source
497,PG,PROCTER & GAMBLE CO,8762,CEO,David Taylor,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
498,IAU,I-80 GOLD CORP (Premier Gold Mines Ltd prior to 04/2021),8762,CEO,Ewan Downie,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
499,PG,PROCTER & GAMBLE CO,8762,TMT,John Begeman,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
500,PGR,PROGRESSIVE CORP-OHIO,13341,CEO,Tricia Griffith,Caucasian/White,0,,0,0,F,1,0,Yes,,3BoardEx
612,PLD,PROLOGIS INC,29984,CEO,Hamid Moghadam,Middle Eastern,0,,0,1,M,0,0,Yes,,3BoardEx
501,PRU,PRUDENTIAL FINANCIAL INC,143356,CEO,Charlie Lowrey Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
502,PEG,PUBLIC SERVICE ENTRP GRP INC,8810,CEO,Doctor Ralph Izzo,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
503,PSA,PUBLIC STORAGE,10096,CEO,Joe Russell Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
504,PHM,PULTEGROUP INC,8823,CEO,Ryan Marshall,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
505,PVH,PVH CORP,8551,CEO,Manny Chirico,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
506,QRVO,QORVO INC,64853,CEO,Bob Bruggeworth,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
507,QCOM,QUALCOMM INC,24800,CEO Emeritus,Doctor Irwin Jacobs,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
508,QCI,QUALCOMM INC,24800,CEO,Steve Mollenkopf,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
509,PWR,QUANTA SERVICES INC,66446,CEO,Duke Austin Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
510,DGX,QUEST DIAGNOSTICS INC,64166,CEO,Steve Rusckowski,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
160,RL,RALPH LAUREN CORP,64891,CEO,Patrice Louvet,Caucasian/White,0,1,1,0,M,0,1,Yes,,3BoardEx
159,RL,RALPH LAUREN CORP,64891,TMT,David Lauren,Caucasian/White,0,1,1,0,M,0,1,Yes,,3BoardEx
161,RL,RALPH LAUREN CORP,64891,TMT,Ralph Lauren,Caucasian/White,0,1,1,0,M,0,1,Yes,,3BoardEx
511,RJF,RAYMOND JAMES FINANCIAL INC,8898,CEO,Paul Reilly,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
50,RTN,RAYTHEON CO,8972,CEO,Hansel Tookes,African American/Black,1,1,0,1,M,0,1,No,,2Bermiss
93,O,REALTY INCOME CORP,30822,CEO,Sumit Roy,Asian/Indian,0,,0,1,M,0,0,Yes,,3BoardEx
512,RHT,RED HAT INC,122841,CEO,Doctor Lisa Crossley,Caucasian/White,0,,0,0,F,1,0,Yes,,3BoardEx
513,REG,REGENCY CENTERS CORP,29099,CEO,John Black,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
514,REGN,REGENERON PHARMACEUTICALS,23812,CEO,Doctor Len Schleifer,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
515,RF,REGIONS FINANCIAL CORP,4674,CEO,John Turner Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
516,RSG,REPUBLIC SERVICES INC,112168,CEO,Don Slager,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
517,RMD,RESMED INC,31887,CEO,Mick Farrell,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
519,RHI,ROBERT HALF INTL INC,2312,CEO,Michael Waddell,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
518,RHI,ROBERT HALF INTL INC,2312,TMT,Harold Messmer Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
520,ROK,ROCKWELL AUTOMATION,9203,CEO,Blake Moret,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
521,ROL,ROLLINS INC,9225,CEO,Gary Rollins,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
522,ROL,ROLLINS INC,9225,TMT,Richard Rollins Sr,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
523,ROP,ROPER TECHNOLOGIES INC,24925,CEO,Laurence Hunn,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
524,ROST,ROSS STORES INC,9248,CEO,Barbara Rentler,Caucasian/White,0,,0,0,F,1,0,Yes,,3BoardEx
525,RCL,ROYAL CARIBBEAN GROUP,28191,CEO,Richard Fain,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
526,SPGI,S&P GLOBAL INC,7163,CEO,Doug Peterson,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
527,SBAC,SBA COMMUNICATIONS CORP,121382,CEO,Jeff Stoops,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
528,SLB,SCHLUMBERGER LTD,9465,CEO,Olivier Le Peuch,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
530,SCHW,SCHWAB (CHARLES) CORP,13988,CEO,Walt Bettinger II,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
529,SCHW,SCHWAB (CHARLES) CORP,13988,TMT,Chuck Schwab Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
531,SEE,SEALED AIR CORP,9555,CEO,Ted Doheny II,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
114,SRE,SEMPRA ENERGY,8272,CEO,Donald Felsinger,Caucasian/White,0,0,0,0,M,0,0,No,,2Bermiss
532,NOW,SERVICENOW INC,171007,CEO,Bill McDermott,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
533,SHW,SHERWIN-WILLIAMS CO,9667,CEO,John Morikis,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
534,SPG,SPARK POWER GROUP INC (Canaccord Genuity Acquisition Corp prior to 09/2018) (De-listed 12/2023),29389,CEO (Co-CEO),Andrew Clark,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
535,SPG,SIMON PROPERTY GROUP INC,29389,CEO,David Simon,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
536,SPG,SPARK POWER GROUP INC (Canaccord Genuity Acquisition Corp prior to 09/2018) (De-listed 12/2023),29389,CEO (Co-CEO),Jason Sparaga,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
537,SPG,SIMON PROPERTY GROUP INC,29389,TMT,Richard Sokolov,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
538,SWKS,SKYWORKS SOLUTIONS INC,1327,CEO,Liam Griffin,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
539,SLG,SL GREEN REALTY CORP,65290,CEO,Marc Holliday,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
540,AOS,SMITH (A.O.),9771,CEO,Kevin Wheeler,Caucasian/White,0,,0,0,M,0,0,No,,3BoardEx
94,AOS,SMITH (A.O.),9771,TMT,Ajita Rajendra,Asian/Indian,0,,0,1,M,0,0,No,,3BoardEx
541,SJM,SMUCKER (JM) CO,9777,CEO,Mark Smucker,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
542,SJM,SMUCKER (JM) CO,9777,TMT,Richard Smucker,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
543,SNA,SNAP-ON INC,9778,CEO,Nick Pinchuk,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
164,SO,SOUTHERN CO,,CEO,Tom Fanning,Caucasian/White,0,1,1,0,M,0,2,Yes,,3BoardEx
51,GPJA,GEORGIA POWER CO,9850,CEO,Christopher Womack,African American/Black,1,1,0,1,M,0,2,Yes,,2Bermiss
544,LUV,SOUTHWEST AIRLINES,9882,CEO,Gary Kelly,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
545,SWK,STANLEY BLACK & DECKER INC,10016,CEO,Jim Loree,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
546,SBUX,STARBUCKS CORP,25434,CEO,Kevin Johnson,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
95,SYK,STRYKER CORP,10115,CEO,Kevin Lobo,Asian/Indian,0,,0,1,M,0,0,Yes,,3BoardEx
547,SYF,SYNCHRONY FINANCIAL,20686,CEO,Margaret Keane,Caucasian/White,0,,0,0,F,1,0,Yes,,3BoardEx
77,SNPS,SYNOPSYS INC,24975,CEO (Co-CEO),Doctor Chi-Foon Chan,Asian/Chinese,0,,0,1,M,0,0,Yes,,3BoardEx
548,SNPS,SYNOPSYS INC,24975,CEO (Co-CEO),Doctor Aart De Geus,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
549,TTWO,TAKE-TWO INTERACTIVE SFTWR,64630,CEO,Strauss Zelnick,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
52,TPR,TAPESTRY INC,140541,CEO,Jide Zeitlin,African American/Black,1,1,0,1,M,0,1,Yes,,2Bermiss
166,TGT,TARGET CORP,3813,CEO,Brian Cornell,Caucasian/White,0,1,1,0,M,0,1,Yes,,3BoardEx
53,TGT,TARGET CORP,3813,TMT,Laysha Ward,African American/Black,1,1,0,1,F,1,1,Yes,,2Bermiss
550,TDY,TELEDYNE TECHNOLOGIES INC,126721,TMT,Professor Doctor Robert Mehrabian,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
551,TFX,TELEFLEX INC,10407,CEO,Liam Kelly,Caucasian/White,0,,0,0,M,0,0,No,,3BoardEx
102,TU,TELUS CORP,9899,CEO,Darren Entwistle,Caucasian/White,0,1,1,0,M,0,2,Yes,,3BoardEx
552,TER,TERADYNE INC,10453,CEO,Mark Jagiela,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
553,TSLA,TESLA INC,184996,CEO,Elon Musk,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
554,TXN,TEXAS INSTRUMENTS INC,10499,CEO,Rich Templeton,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
555,TXT,TEXTRON INC,10519,CEO,Scott Donnelly,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
556,TMO,THERMO FISHER SCIENTIFIC INC,10530,TMT,Delete Delete,Caucasian/White,0,,0,0,M,0,0,No,,3BoardEx
558,TJX,TJX COS INC (THE),11672,CEO,Ernie Herrman,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
557,TJX,TJX COS INC (THE),11672,TMT,Carol Meyrowitz,Caucasian/White,0,,0,0,F,1,0,Yes,,3BoardEx
559,TDG,TRANSDIGM GROUP INC,148349,CEO,Doctor Kevin Stein,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
560,TDG,TRANSDIGM GROUP INC,148349,TMT,Nick Howley,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
115,TRV,TRAVELERS COS INC,62689,CEO,Alan Schnitzer,Caucasian/White,0,0,0,0,M,0,0,Yes,,2Bermiss
561,TFC,TRUIST FINANCIAL CORP,11856,CEO,Kelly King,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
562,TWTR,TWITTER INC,18872,CEO,Jack Dorsey,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
613,TWTR,TWITTER INC,18872,TMT,Omid Kordestani,Middle Eastern,0,,0,1,M,0,0,Yes,,3BoardEx
563,TYL,TYLER TECHNOLOGIES INC,10789,CEO,H Moore Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
564,TYL,TYLER TECHNOLOGIES INC,10789,TMT,John Marr Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
566,TSN,TYSON FOODS INC -CL A,10793,CEO,Noel White,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
565,TSN,TYSON FOODS INC -CL A,10793,TMT,John Tyson,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
567,UDR,UDR INC,10894,CEO,Tom Toomey,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
568,ULTA,ULTA BEAUTY INC,178704,CEO,Mary Dillon,Caucasian/White,0,,0,0,F,1,0,Yes,,3BoardEx
167,UNP,UNION PACIFIC CORP,10867,CEO,Lance Fritz,Caucasian/White,0,1,1,0,M,0,3,Yes,,3BoardEx
54,UNP,UNION PACIFIC CORP,10867,TMT,Eric Butler,African American/Black,1,1,0,1,M,0,3,No,,2Bermiss
55,UNP,UNION PACIFIC CORP,10867,TMT,Rhonda Ferguson,African American/Black,1,1,0,1,F,1,3,Yes,,2Bermiss
595,UAL,UNITED AIRLINES HOLDINGS INC,10795,CEO,Oscar Munoz,Hispanic/Latino,0,1,1,1,M,0,1,Yes,Retired in 5/1/2020,3BoardEx
56,UAL,UNITED AIRLINES HOLDINGS INC,10795,CEO,Brett Hart,African American/Black,1,1,0,1,M,0,1,Yes,Started in 5/1/2020,2Bermiss
116,UPS,UNITED PARCEL SERVICE INC,10920,CEO,Carol Tome,Caucasian/White,0,0,0,0,F,1,0,Yes,Started in 6/1/2020,manually added
168,UPS,UNITED PARCEL SERVICE INC,10920,CEO,David Abney,Caucasian/White,0,0,0,0,M,0,0,Yes,Retired in 5/31/2020,3BoardEx
169,URI,UNITED RENTALS INC,66065,CEO,Matt Flannery,Caucasian/White,0,1,1,0,M,0,1,Yes,,3BoardEx
172,URI,UNITED RENTALS INC,66065,TMT,William Plummer,Caucasian/White,0,1,1,0,M,0,1,No,,2Bermiss
170,UNH,UNITEDHEALTH GROUP INC,10903,CEO,Dave Wichmann,Caucasian/White,0,1,1,0,M,0,1,Yes,,3BoardEx
57,UNH,UNITEDHEALTH GROUP INC,10903,TMT,Reed Tuckson,African American/Black,1,1,0,1,M,0,1,No,,2Bermiss
569,UHS,UNIVERSAL HEALTH SVCS INC,11032,CEO,Alan Miller,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
570,UNM,UNUM GROUP,12726,CEO,Rick McKenney,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
571,USB,US BANCORP,4723,CEO,Andy Cecere,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
572,VAR,VARIAN MEDICAL SYSTEMS INC,11115,CEO,Dow Wilson,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
573,VTR,VENTAS INC,110179,CEO,Debra Cafaro,Caucasian/White,0,,0,0,F,1,0,Yes,,3BoardEx
574,VRSK,VERISK ANALYTICS INC,180652,CEO,Scott Stephenson,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
,VZ,VERIZON COMMUNICATIONS INC,,CEO,Hans Vestberg,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
575,VFC,VF CORP,11060,CEO,Steve Rendle,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
576,VICI,VICI PROPERTIES INC,32580,CEO,Ed Pitoniak,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
577,V,VISA INC,179534,CEO,Al Kelly Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
578,VNO,VORNADO REALTY TRUST,11220,CEO,Steve Roth,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
579,VMC,VULCAN MATERIALS CO,11228,CEO,Tom Hill,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
580,VMC,VICINITY MOTOR CORP (Grande West Transportation Group Inc prior to 03/2021),11228,CEO,William Trainer,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
608,WAB,WABTEC CORP,60979,CEO,Rafael Santana,Hispanic/Latino,0,,0,1,M,0,0,Yes,,3BoardEx
581,WAB,WABTEC CORP,60979,TMT,Al Neupaver,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
173,WBA,WALGREENS BOOTS ALLIANCE INC,11264,CEO,Stefano Pessina,Caucasian/White,0,1,1,0,M,0,1,Yes,,3BoardEx
58,WBA,WALGREENS BOOTS ALLIANCE INC,11264,TMT,Kathleen Wilson-Thompson,African American/Black,1,1,0,1,F,1,2,Yes,,2Bermiss
171,WBA,WALGREENS BOOTS ALLIANCE INC,11264,TMT,Jim Skinner,Caucasian/White,0,1,1,0,M,0,2,Yes,,3BoardEx
174,WMT,WALMART INC,11259,CEO,Doug McMillon,Caucasian/White,0,0,0,0,M,0,0,Yes,,3BoardEx
582,WM,WASTE MANAGEMENT INC,14477,CEO,Jim Fish Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
614,WM,WALLBRIDGE MINING CO LTD,14477,CEO,Marz Kord-Gharachorloo,Middle Eastern,0,,0,1,M,0,0,Yes,,3BoardEx
584,WEC,WEC ENERGY GROUP INC,11550,CEO,Kevin Fletcher,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
583,WEC,WEC ENERGY GROUP INC,11550,TMT,Gale Klappa,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
175,WFC,WALL FINANCIAL CORP,8007,CEO,Bruno Wall,Caucasian/White,0,1,1,0,M,0,1,Yes,,3BoardEx
176,WFC,WELLS FARGO & CO,8007,CEO,Charlie Scharf,Caucasian/White,0,1,1,0,M,0,1,Yes,,3BoardEx
60,WFC,WELLS FARGO & CO,8007,TMT,Yvette Hollingsworth Clark,African American/Black,1,1,0,1,F,1,1,Yes,,2Bermiss
70,WFC,WELLS FARGO & CO,8007,TMT,Michelle Lee,Asian,0,1,1,1,F,1,1,Yes,,2Bermiss
585,WELL,WELLTOWER INC,5543,CEO,Tom DeRosa,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
615,WELL,WELLTOWER INC,5543,CEO,Hamed Shahbazi,Middle Eastern,0,,0,1,M,0,0,Yes,,3BoardEx
586,WST,WEST PHARMACEUTICAL SVSC INC,11376,CEO,Eric Green,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
121,WU,WEYERHAEUSER CO,175263,CEO,Devin McGranahan,Caucasian/White,0,0,0,0,M,0,0,Yes,,2Bermiss
177,WU,WESTERN UNION CO,175263,CEO,Hikmet Ersek,Caucasian/White,0,0,0,0,M,0,0,Yes,,3BoardEx
587,WRK,WESTROCK CO,29830,CEO,Steve Voorhees,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
588,WY,WEYERHAEUSER CO,11456,CEO,Devin Stockfish,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
178,WHR,WHIRLPOOL CORP,11465,CEO,Doctor Marc Bitzer,Caucasian/White,0,1,1,0,M,0,1,Yes,,3BoardEx
61,WHR,WHIRLPOOL CORP,11465,TMT,Michael Todman,African American/Black,1,1,0,1,M,0,1,No,,2Bermiss
589,WMB,WILLIAMS COS INC,11506,CEO,Alan Armstrong,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
590,WYNN,WYNN RESORTS LTD,149318,CEO,Matt Maddox,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
179,XRX,XEROX HOLDINGS CORP,11636,CEO,John Visentin,Caucasian/White,0,1,1,0,M,0,5,Yes,,3BoardEx
62,XRX,XEROX HOLDINGS CORP,11636,TMT,Barry Rand,African American/Black,1,1,0,1,M,0,5,No,,2Bermiss
63,XRX,XEROX HOLDINGS CORP,11636,TMT,Darrell Ford,African American/Black,1,1,0,1,M,0,5,Yes,,2Bermiss
64,XRX,XEROX HOLDINGS CORP,11636,TMT,Kevin Warren,African American/Black,1,1,0,1,M,0,5,Yes,,2Bermiss
78,XLNX,XILINX INC,22325,CEO,Victor Peng,Asian/Chinese,0,,0,1,M,0,0,Yes,,3BoardEx
591,XYL,XYLEM INC,189491,CEO,Patrick Decker,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
,YUM,YUM! BRANDS INC,"	12566",TMT,Mirian Graddick,African American/Black,1,1,0,1,F,1,1,Yes,,manually added
592,ZBRA,ZEBRA TECHNOLOGIES CP -CL A,24405,CEO,Anders Gustafsson,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
593,ZBH,ZIMMER BIOMET HOLDINGS INC,144559,CEO,Bryan Hanson,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
594,ZION,ZIONS BANCORPORATION NA,11687,CEO,Harris Simmons,Caucasian/White,0,,0,0,M,0,0,Yes,,3BoardEx
66,ZTS,ZOETIS INC,13721,TMT,Clinton Lewis,African American/Black,1,1,0,1,M,0,1,Yes,,2Bermiss